locus	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
1146	7	49632427	50894508	2304	164	PD_nalls2019	UC_delange2017	-0.0188466	-0.38023	0.31947	0.000355196	0	0.17045	0.911016
1186	7	99465541	100849307	1332	142	AD_schwartzentruber2021	CD_delange2017	-0.296649	-0.70064	0.06385	0.0880009	0	0.4909	0.11112
1186	7	99465541	100849307	1332	142	AD_schwartzentruber2021	PD_nalls2019	0.268107	0.00868	0.53582	0.0718815	0.00097	0.2871	0.0448049
1186	7	99465541	100849307	1332	142	AD_schwartzentruber2021	SCZ_pardinas2018	-0.0159618	-0.41956	0.37251	0.00025478	0	0.21111	0.933796
1186	7	99465541	100849307	1332	142	AD_schwartzentruber2021	UC_delange2017	0.0198804	-0.39569	0.43103	0.000395229	0	0.24471	0.919096
1186	7	99465541	100849307	1332	142	CD_delange2017	PD_nalls2019	0.126412	-0.18052	0.45135	0.01598	0	0.2041	0.407794
1186	7	99465541	100849307	1332	142	CD_delange2017	SCZ_pardinas2018	0.539544	0.1288	1	0.291108	0.01743	1	0.0138745
1186	7	99465541	100849307	1332	142	CD_delange2017	UC_delange2017	0.334292	-0.13501	0.74157	0.111751	0	0.54993	0.137005
1186	7	99465541	100849307	1332	142	PD_nalls2019	SCZ_pardinas2018	0.153793	-0.16393	0.49147	0.0236521	0	0.24162	0.330597
1186	7	99465541	100849307	1332	142	PD_nalls2019	UC_delange2017	0.0956573	-0.23949	0.44429	0.00915032	0	0.20027	0.55342
1186	7	99465541	100849307	1332	142	SCZ_pardinas2018	UC_delange2017	0.192518	-0.29804	0.70089	0.0370631	0	0.50257	0.400798
1190	7	104109232	105312563	1536	171	PD_nalls2019	SCZ_pardinas2018	-0.0928631	-0.32594	0.13724	0.00862356	0	0.10655	0.419556
1192	7	106399740	107658603	1630	165	PD_nalls2019	UC_delange2017	-0.091664	-0.27681	0.08873	0.00840228	0	0.07668	0.32253
1194	7	109095559	110479479	1952	174	PD_nalls2019	SCZ_pardinas2018	-0.228064	-0.45393	-0.0182	0.052013	0.001	0.20606	0.0370467
1194	7	109095559	110479479	1952	174	PD_nalls2019	UC_delange2017	-0.411505	-0.74111	-0.14678	0.169336	0.02154	0.54924	0.00333344
1194	7	109095559	110479479	1952	174	SCZ_pardinas2018	UC_delange2017	-0.116578	-0.53375	0.28162	0.0135905	0	0.2914	0.534803
1195	7	110479480	111795299	1359	154	PD_nalls2019	SCZ_pardinas2018	-0.282035	-0.57417	-0.02984	0.0795436	0.002	0.32967	0.0269152
1207	7	127903739	128779173	1407	112	PD_nalls2019	UC_delange2017	-0.272718	-0.62183	0.03673	0.0743751	0	0.38667	0.0867234
1209	7	130418705	131856481	2072	247	ALS_vanrheenen2021	PD_nalls2019	0.0593138	-0.16664	0.2904	0.00351812	0	0.08677	0.593852
1209	7	130418705	131856481	2072	247	ALS_vanrheenen2021	SCZ_pardinas2018	0.0807368	-0.22493	0.40231	0.00651844	0	0.16662	0.603049
1209	7	130418705	131856481	2072	247	ALS_vanrheenen2021	UC_delange2017	0.279324	-0.1056	0.70975	0.0780218	0	0.50439	0.147347
1209	7	130418705	131856481	2072	247	PD_nalls2019	SCZ_pardinas2018	-0.0215974	-0.18839	0.14387	0.000466447	0	0.03853	0.797176
1209	7	130418705	131856481	2072	247	PD_nalls2019	UC_delange2017	-0.050202	-0.27279	0.16883	0.00252024	0	0.07756	0.647604
1209	7	130418705	131856481	2072	247	SCZ_pardinas2018	UC_delange2017	0.0478891	-0.25982	0.35147	0.00229336	0	0.13812	0.755686
1213	7	136113468	137657459	2055	179	PD_nalls2019	SCZ_pardinas2018	0.0412313	-0.25097	0.33056	0.00170002	0	0.11948	0.772504
1217	7	142098980	144324464	1855	128	AD_schwartzentruber2021	PD_nalls2019	0.230901	-0.00651	0.49283	0.0533151	0	0.24288	0.065809
1240	8	3787249	4273083	2087	266	PD_nalls2019	UC_delange2017	-0.183816	-0.44442	0.05629	0.0337882	0	0.19751	0.129554
1249	8	9835864	10478851	1722	225	PD_nalls2019	SCZ_pardinas2018	-0.0697834	-0.38806	0.23329	0.00486972	0	0.15661	0.641895
1271	8	25859278	26679135	2024	200	AD_schwartzentruber2021	PD_nalls2019	0.309371	0.04923	0.59825	0.0957106	0.00321	0.3579	0.0248876
1271	8	25859278	26679135	2024	200	AD_schwartzentruber2021	SCZ_pardinas2018	-0.397511	-0.8058	-0.05188	0.158015	0.00407	0.64932	0.0266628
1271	8	25859278	26679135	2024	200	AD_schwartzentruber2021	UC_delange2017	-0.15236	-0.60508	0.25355	0.0232135	0	0.36846	0.447399
1271	8	25859278	26679135	2024	200	PD_nalls2019	SCZ_pardinas2018	-0.0296096	-0.29266	0.23339	0.000876727	0	0.09607	0.818521
1271	8	25859278	26679135	2024	200	PD_nalls2019	UC_delange2017	0.240048	-0.05053	0.5643	0.057623	0	0.31843	0.10165
1271	8	25859278	26679135	2024	200	SCZ_pardinas2018	UC_delange2017	0.215977	-0.17252	0.63777	0.046646	0	0.40759	0.257531
1272	8	26679136	27406511	1531	151	AD_schwartzentruber2021	PD_nalls2019	0.294625	0.05323	0.53486	0.0868041	0.00336	0.28607	0.0167939
1272	8	26679136	27406511	1531	151	AD_schwartzentruber2021	SCZ_pardinas2018	-0.27326	-0.5739	0.01124	0.0746711	0	0.32936	0.0605587
1272	8	26679136	27406511	1531	151	PD_nalls2019	SCZ_pardinas2018	0.0700204	-0.22784	0.38511	0.00490286	0	0.15348	0.646886
1273	8	27406512	28344176	1574	197	AD_schwartzentruber2021	PD_nalls2019	0.0818491	-0.07846	0.23951	0.00669928	0	0.05737	0.31555
1273	8	27406512	28344176	1574	197	AD_schwartzentruber2021	SCZ_pardinas2018	-0.234458	-0.51994	0.0283	0.0549705	0	0.27034	0.0857695
1273	8	27406512	28344176	1574	197	PD_nalls2019	SCZ_pardinas2018	0.18527	-0.02213	0.40084	0.0343249	0	0.16067	0.0775096
1278	8	33982538	34792220	1032	42	PD_nalls2019	SCZ_pardinas2018	0.0368596	-0.45174	0.53859	0.00135863	0	0.33622	0.875189
1280	8	36641175	38803980	1823	229	CD_delange2017	PD_nalls2019	-0.115149	-0.3259	0.08948	0.0132594	0	0.10631	0.258803
1280	8	36641175	38803980	1823	229	CD_delange2017	SCZ_pardinas2018	0.253251	-0.10275	0.63393	0.0641363	0	0.40187	0.156937
1280	8	36641175	38803980	1823	229	CD_delange2017	UC_delange2017	0.750789	0.43621	1	0.563684	0.19028	1	0.000274163
1280	8	36641175	38803980	1823	229	PD_nalls2019	SCZ_pardinas2018	-0.0714221	-0.28246	0.12924	0.00510112	0	0.08071	0.48076
1280	8	36641175	38803980	1823	229	PD_nalls2019	UC_delange2017	-0.145233	-0.39949	0.08536	0.0210927	0	0.15959	0.21454
1280	8	36641175	38803980	1823	229	SCZ_pardinas2018	UC_delange2017	0.167322	-0.24369	0.59843	0.0279965	0	0.3586	0.398758
1297	8	60476249	61324889	1289	75	PD_nalls2019	SCZ_pardinas2018	-0.0292865	-0.40674	0.34615	0.000857701	0	0.19377	0.87411
1313	8	78633660	79756169	1714	66	MS_imsgc2019	PD_nalls2019	0.074256	-0.37302	0.53793	0.00551395	0	0.30834	0.730521
1321	8	89081178	90364149	2041	93	PD_nalls2019	SCZ_pardinas2018	0.0488031	-0.32467	0.42747	0.00238175	0	0.20169	0.784805
1339	8	111207350	112601513	1597	74	PD_nalls2019	SCZ_pardinas2018	-0.367463	-0.7348	-0.02294	0.135029	0.00285	0.53994	0.0402532
1351	8	125453323	126766827	2320	225	CD_delange2017	LBD_chia2021	-0.246112	-0.60869	0.10067	0.060571	0	0.3705	0.146693
1351	8	125453323	126766827	2320	225	CD_delange2017	PD_nalls2019	0.0623601	-0.13041	0.26041	0.00388879	0	0.06845	0.520586
1351	8	125453323	126766827	2320	225	LBD_chia2021	PD_nalls2019	0.00642336	-0.21959	0.22917	4.12595e-05	0	0.06738	0.953342
1353	8	128073655	129291118	2286	277	ALS_vanrheenen2021	CD_delange2017	0.0702937	-0.25131	0.39419	0.0049412	0	0.16502	0.657204
1353	8	128073655	129291118	2286	277	ALS_vanrheenen2021	MS_imsgc2019	-0.381134	-0.64291	-0.14173	0.145263	0.02017	0.41333	0.00280595
1353	8	128073655	129291118	2286	277	ALS_vanrheenen2021	PD_nalls2019	0.255601	0.06235	0.4651	0.0653321	0.0042	0.21632	0.0123532
1353	8	128073655	129291118	2286	277	ALS_vanrheenen2021	SCZ_pardinas2018	-0.251885	-0.61448	0.07195	0.0634463	0	0.37759	0.131562
1353	8	128073655	129291118	2286	277	CD_delange2017	MS_imsgc2019	-0.316778	-0.59593	-0.06381	0.100349	0.00457	0.35513	0.0159905
1353	8	128073655	129291118	2286	277	CD_delange2017	PD_nalls2019	-0.136857	-0.35355	0.07139	0.0187299	0	0.12502	0.197973
1353	8	128073655	129291118	2286	277	CD_delange2017	SCZ_pardinas2018	-0.0288339	-0.39079	0.32119	0.000831392	0	0.1742	0.866386
1353	8	128073655	129291118	2286	277	MS_imsgc2019	PD_nalls2019	0.0641714	-0.09592	0.22462	0.00411797	0	0.05051	0.430009
1353	8	128073655	129291118	2286	277	MS_imsgc2019	SCZ_pardinas2018	0.115267	-0.15804	0.39585	0.0132864	0	0.15681	0.402492
1353	8	128073655	129291118	2286	277	PD_nalls2019	SCZ_pardinas2018	-0.0890247	-0.31405	0.13286	0.0079254	0	0.09959	0.426098
1354	8	129291119	130383563	1748	123	CD_delange2017	PD_nalls2019	-0.196583	-0.52818	0.106	0.038645	0	0.27897	0.20146
1367	8	142611890	143611461	1556	166	ALS_vanrheenen2021	PD_nalls2019	-0.0358091	-0.26772	0.18996	0.0012823	0	0.07621	0.745084
1367	8	142611890	143611461	1556	166	ALS_vanrheenen2021	SCZ_pardinas2018	0.259307	-0.04734	0.59541	0.0672403	0	0.35451	0.0989135
1367	8	142611890	143611461	1556	166	PD_nalls2019	SCZ_pardinas2018	0.0119558	-0.14272	0.16683	0.000142942	0	0.03205	0.879952
1377	9	4596615	5437591	1496	170	CD_delange2017	PD_nalls2019	0.019275	-0.12696	0.16506	0.000371524	0	0.03018	0.79317
1377	9	4596615	5437591	1496	170	CD_delange2017	UC_delange2017	0.80977	0.67006	0.95085	0.655728	0.44898	0.90411	1.15821e-12
1377	9	4596615	5437591	1496	170	PD_nalls2019	UC_delange2017	-0.00572046	-0.14506	0.13021	3.27236e-05	0	0.02465	0.935874
1378	9	5437592	6859791	2311	209	PD_nalls2019	SCZ_pardinas2018	-0.0779871	-0.35552	0.18167	0.00608199	0	0.1267	0.542714
1403	9	26747215	27366479	1342	157	AD_schwartzentruber2021	PD_nalls2019	-0.173496	-0.51123	0.1405	0.0301008	0	0.26135	0.26562
1404	9	27366480	28067454	1426	169	ALS_vanrheenen2021	PD_nalls2019	0.123505	-0.01189	0.25892	0.0152535	0	0.06704	0.0782925
1405	9	28067455	28766060	1386	167	ALS_vanrheenen2021	PD_nalls2019	0.0626016	-0.15313	0.27799	0.00391896	0	0.07931	0.560082
1429	9	83455503	85135751	2302	204	CD_delange2017	PD_nalls2019	-0.0354609	-0.34885	0.26707	0.00125747	0	0.13207	0.805402
1429	9	83455503	85135751	2302	204	CD_delange2017	SCZ_pardinas2018	-0.0397746	-0.42771	0.34707	0.00158202	0	0.20814	0.827329
1429	9	83455503	85135751	2302	204	CD_delange2017	UC_delange2017	0.388413	-0.01257	0.75717	0.150864	0	0.5733	0.0639559
1429	9	83455503	85135751	2302	204	PD_nalls2019	SCZ_pardinas2018	0.197524	-0.02202	0.42198	0.0390157	0	0.17807	0.0782231
1429	9	83455503	85135751	2302	204	PD_nalls2019	UC_delange2017	-0.0690619	-0.33168	0.18886	0.00476954	0	0.11311	0.593164
1429	9	83455503	85135751	2302	204	SCZ_pardinas2018	UC_delange2017	0.110965	-0.21241	0.44633	0.0123132	0	0.19984	0.499169
1445	9	100310518	101596750	2271	219	AD_schwartzentruber2021	MS_imsgc2019	-0.451562	-0.95709	-0.06061	0.203908	0.00573	0.91602	0.0262056
1445	9	100310518	101596750	2271	219	AD_schwartzentruber2021	PD_nalls2019	-0.378237	-0.66893	-0.11997	0.143063	0.01443	0.44747	0.00489334
1445	9	100310518	101596750	2271	219	AD_schwartzentruber2021	SCZ_pardinas2018	-0.297402	-0.6745	0.03946	0.088448	0	0.45495	0.0837788
1445	9	100310518	101596750	2271	219	AD_schwartzentruber2021	UC_delange2017	0.192558	-0.18456	0.60491	0.0370785	0	0.36591	0.301903
1445	9	100310518	101596750	2271	219	MS_imsgc2019	PD_nalls2019	0.0941339	-0.19587	0.40182	0.0088612	0	0.16363	0.517464
1445	9	100310518	101596750	2271	219	MS_imsgc2019	SCZ_pardinas2018	0.166106	-0.21935	0.565	0.0275911	0	0.32121	0.371215
1445	9	100310518	101596750	2271	219	MS_imsgc2019	UC_delange2017	0.467187	0.0875	0.93352	0.218263	0.00924	0.87145	0.0209052
1445	9	100310518	101596750	2271	219	PD_nalls2019	SCZ_pardinas2018	-0.0118661	-0.25461	0.23169	0.000140805	0	0.08037	0.921718
1445	9	100310518	101596750	2271	219	PD_nalls2019	UC_delange2017	0.0287843	-0.24048	0.3029	0.000828534	0	0.10129	0.828708
1445	9	100310518	101596750	2271	219	SCZ_pardinas2018	UC_delange2017	0.0434453	-0.3035	0.39346	0.00188749	0	0.17416	0.798951
1462	9	117054910	117989017	1724	195	CD_delange2017	PD_nalls2019	0.171738	-0.00776	0.3575	0.0294938	0	0.12781	0.0641166
1462	9	117054910	117989017	1724	195	CD_delange2017	UC_delange2017	0.756448	0.60432	0.90954	0.572214	0.3652	0.82727	3.21968e-11
1462	9	117054910	117989017	1724	195	PD_nalls2019	UC_delange2017	-0.191912	-0.42702	0.04251	0.0368302	0	0.18234	0.0974181
1483	9	138995792	140097759	566	83	CD_delange2017	UC_delange2017	0.848141	0.68026	1	0.719343	0.46276	1	1.58125e-09
1492	10	5396243	6234718	1950	255	CD_delange2017	MS_imsgc2019	0.250744	0.02656	0.47839	0.0628724	0.00147	0.22886	0.0276816
1492	10	5396243	6234718	1950	255	CD_delange2017	PD_nalls2019	-0.0748752	-0.2548	0.10058	0.00560629	0	0.06506	0.407472
1492	10	5396243	6234718	1950	255	MS_imsgc2019	PD_nalls2019	0.0325281	-0.11149	0.17495	0.00105807	0	0.03141	0.655694
1498	10	10969482	11856924	1639	228	AD_schwartzentruber2021	ALS_vanrheenen2021	0.241149	-0.17803	0.70728	0.0581529	0	0.50029	0.235606
1498	10	10969482	11856924	1639	228	AD_schwartzentruber2021	PD_nalls2019	0.329084	0.11376	0.58475	0.108297	0.013	0.34193	0.00366003
1498	10	10969482	11856924	1639	228	AD_schwartzentruber2021	SCZ_pardinas2018	-0.0314953	-0.48849	0.38577	0.000991953	0	0.27554	0.877075
1498	10	10969482	11856924	1639	228	ALS_vanrheenen2021	PD_nalls2019	-0.0522065	-0.28225	0.17566	0.00272552	0	0.08196	0.640075
1498	10	10969482	11856924	1639	228	ALS_vanrheenen2021	SCZ_pardinas2018	0.104798	-0.32014	0.54667	0.0109827	0	0.30458	0.605417
1498	10	10969482	11856924	1639	228	PD_nalls2019	SCZ_pardinas2018	-0.155994	-0.39258	0.06819	0.0243341	0	0.15412	0.166523
1506	10	18529743	19421514	2050	175	PD_nalls2019	SCZ_pardinas2018	-0.0617372	-0.31396	0.18386	0.00381148	0	0.10129	0.609816
1519	10	30000224	30919469	1630	181	CD_delange2017	LBD_chia2021	-0.383488	-0.82616	-0.0029	0.147063	0.00208	0.68254	0.0467631
1519	10	30000224	30919469	1630	181	CD_delange2017	PD_nalls2019	-0.0815628	-0.34106	0.17083	0.00665249	0	0.11786	0.52115
1519	10	30000224	30919469	1630	181	LBD_chia2021	PD_nalls2019	0.0266354	-0.23169	0.28535	0.000709444	0	0.09226	0.834997
1523	10	35178225	36475838	1612	131	CD_delange2017	PD_nalls2019	-0.00118013	NA	NA	1.3927e-06	NA	NA	0.991419
1543	10	61470384	62626465	1733	142	AD_schwartzentruber2021	LBD_chia2021	0.634011	0.26881	1	0.40197	0.07226	1	0.00145266
1543	10	61470384	62626465	1733	142	AD_schwartzentruber2021	PD_nalls2019	0.297656	-0.02792	0.6625	0.0885993	0	0.4389	0.0770589
1543	10	61470384	62626465	1733	142	AD_schwartzentruber2021	SCZ_pardinas2018	-0.354672	-0.87189	0.06567	0.125792	0	0.76019	0.0973311
1543	10	61470384	62626465	1733	142	LBD_chia2021	PD_nalls2019	-0.0858857	-0.43186	0.24384	0.00737635	0	0.19059	0.603894
1543	10	61470384	62626465	1733	142	LBD_chia2021	SCZ_pardinas2018	-0.273808	-0.76592	0.15966	0.0749707	0	0.58872	0.190499
1543	10	61470384	62626465	1733	142	PD_nalls2019	SCZ_pardinas2018	-0.0632966	-0.44448	0.3017	0.00400647	0	0.20636	0.72558
1545	10	64069688	65400431	1944	112	CD_delange2017	MS_imsgc2019	-0.5135	-0.781	-0.26986	0.263683	0.07283	0.60995	9.40927e-05
1545	10	64069688	65400431	1944	112	CD_delange2017	PD_nalls2019	0.245599	-0.04786	0.57017	0.0603188	0	0.3251	0.104465
1545	10	64069688	65400431	1944	112	CD_delange2017	SCZ_pardinas2018	-0.439575	-0.80471	-0.14448	0.193226	0.02098	0.64755	0.00510844
1545	10	64069688	65400431	1944	112	CD_delange2017	UC_delange2017	0.826415	0.68469	0.96397	0.682962	0.4688	0.92924	1.10191e-12
1545	10	64069688	65400431	1944	112	MS_imsgc2019	PD_nalls2019	-0.192298	-0.62625	0.21961	0.0369783	0	0.39299	0.336421
1545	10	64069688	65400431	1944	112	MS_imsgc2019	SCZ_pardinas2018	0.380229	-0.02706	0.84058	0.144574	0	0.70657	0.0656175
1545	10	64069688	65400431	1944	112	MS_imsgc2019	UC_delange2017	-0.47879	-0.80447	-0.1935	0.22924	0.03744	0.64718	0.00174034
1545	10	64069688	65400431	1944	112	PD_nalls2019	SCZ_pardinas2018	-0.434611	-1	0.01543	0.188887	0	1	0.0637009
1545	10	64069688	65400431	1944	112	PD_nalls2019	UC_delange2017	0.0739232	-0.2862	0.44275	0.00546464	0	0.20555	0.670087
1545	10	64069688	65400431	1944	112	SCZ_pardinas2018	UC_delange2017	-0.16074	-0.55394	0.19828	0.0258375	0	0.30765	0.369676
1559	10	79952997	81190573	2241	278	CD_delange2017	LBD_chia2021	-0.181078	-0.46831	0.09601	0.0327893	0	0.21932	0.194936
1559	10	79952997	81190573	2241	278	CD_delange2017	PD_nalls2019	-0.0526844	-0.22534	0.12022	0.00277565	0	0.05132	0.541799
1559	10	79952997	81190573	2241	278	CD_delange2017	SCZ_pardinas2018	0.112287	-0.19243	0.43362	0.0126084	0	0.18889	0.46158
1559	10	79952997	81190573	2241	278	LBD_chia2021	PD_nalls2019	-0.0718884	-0.27762	0.13115	0.00516794	0	0.07752	0.478099
1559	10	79952997	81190573	2241	278	LBD_chia2021	SCZ_pardinas2018	-0.20394	-0.5802	0.14298	0.0415917	0	0.33763	0.239517
1559	10	79952997	81190573	2241	278	PD_nalls2019	SCZ_pardinas2018	0.247978	0.02908	0.48796	0.0614932	0.00135	0.2381	0.0267571
1561	10	81763231	82378048	1385	106	CD_delange2017	PD_nalls2019	-0.10557	-0.41984	0.19431	0.011145	0	0.17883	0.491931
1572	10	92911507	94503299	1950	115	MS_imsgc2019	PD_nalls2019	0.140378	-0.23024	0.53727	0.0197059	0	0.28964	0.455497
1572	10	92911507	94503299	1950	115	MS_imsgc2019	SCZ_pardinas2018	0.147745	-0.24952	0.55201	0.0218285	0	0.3097	0.447997
1572	10	92911507	94503299	1950	115	PD_nalls2019	SCZ_pardinas2018	0.0279182	-0.37573	0.43033	0.000779428	0	0.2204	0.883853
1579	10	101271452	102509298	1707	133	CD_delange2017	PD_nalls2019	0.109752	-0.10853	0.33359	0.0120455	0	0.1113	0.321608
1579	10	101271452	102509298	1707	133	CD_delange2017	UC_delange2017	0.9892	0.83554	1	0.978517	0.69813	1	5.98037e-11
1579	10	101271452	102509298	1707	133	PD_nalls2019	UC_delange2017	0.135481	-0.10467	0.37258	0.0183551	0	0.13882	0.258655
1581	10	104206838	106142283	2812	202	PD_nalls2019	SCZ_pardinas2018	0.0633701	-0.17097	0.31349	0.00401577	0	0.0997	0.606116
1587	10	112164982	113117615	1589	205	CD_delange2017	PD_nalls2019	-0.215499	-0.45161	0.01099	0.0464396	0	0.20395	0.0623899
1587	10	112164982	113117615	1589	205	CD_delange2017	UC_delange2017	0.571361	0.22802	0.91623	0.326453	0.05223	0.83948	0.00404263
1587	10	112164982	113117615	1589	205	PD_nalls2019	UC_delange2017	-0.400496	-0.70869	-0.15399	0.160397	0.02371	0.50225	0.00269222
1626	11	13364728	15126767	2380	175	CD_delange2017	PD_nalls2019	-0.0604025	-0.34067	0.22805	0.00364846	0	0.11936	0.6659
1636	11	24091273	24892439	1951	148	LBD_chia2021	PD_nalls2019	-0.0886962	-0.37527	0.19216	0.00786702	0	0.14186	0.513769
1636	11	24091273	24892439	1951	148	LBD_chia2021	SCZ_pardinas2018	-0.0702522	-0.47634	0.32246	0.00493537	0	0.23833	0.71479
1636	11	24091273	24892439	1951	148	PD_nalls2019	SCZ_pardinas2018	-0.111053	-0.36523	0.13518	0.0123328	0	0.13358	0.376793
1657	11	45019560	46316005	2041	188	CD_delange2017	PD_nalls2019	-0.0120156	-0.36177	0.33544	0.000144375	0	0.16527	0.942759
1657	11	45019560	46316005	2041	188	CD_delange2017	SCZ_pardinas2018	0.064209	-0.32176	0.46153	0.0041228	0	0.22945	0.731542
1657	11	45019560	46316005	2041	188	CD_delange2017	UC_delange2017	0.44043	0.04485	0.79501	0.193978	0.00491	0.63244	0.0321548
1657	11	45019560	46316005	2041	188	PD_nalls2019	SCZ_pardinas2018	0.00442622	-0.291	0.29803	1.95914e-05	0	0.11696	0.975859
1657	11	45019560	46316005	2041	188	PD_nalls2019	UC_delange2017	-0.138049	-0.47597	0.18428	0.0190575	0	0.22811	0.387693
1657	11	45019560	46316005	2041	188	SCZ_pardinas2018	UC_delange2017	-0.276369	-0.67339	0.07238	0.07638	0	0.45395	0.119805
1658	11	46316006	48066366	1312	82	PD_nalls2019	SCZ_pardinas2018	0.261468	-0.17128	0.7216	0.0683657	0	0.52071	0.214379
1671	11	60515106	61717117	1250	184	CD_delange2017	MS_imsgc2019	-0.199432	-0.56273	0.12719	0.0397732	0	0.31666	0.235598
1671	11	60515106	61717117	1250	184	CD_delange2017	PD_nalls2019	0.375943	0.11702	0.65146	0.141333	0.01386	0.4244	0.0059278
1671	11	60515106	61717117	1250	184	CD_delange2017	UC_delange2017	0.514619	0.14233	0.87293	0.264833	0.02179	0.76217	0.0123127
1671	11	60515106	61717117	1250	184	MS_imsgc2019	PD_nalls2019	0.217024	-0.02915	0.4674	0.0470995	0	0.21846	0.0809662
1671	11	60515106	61717117	1250	184	MS_imsgc2019	UC_delange2017	0.0465951	-0.3541	0.42147	0.0021711	0	0.21023	0.800983
1671	11	60515106	61717117	1250	184	PD_nalls2019	UC_delange2017	0.320962	0.02584	0.66494	0.103017	0.00191	0.44214	0.0344971
1674	11	64594823	66782661	2132	187	CD_delange2017	MS_imsgc2019	-0.393971	-0.86146	-0.02102	0.155213	0.0025	0.74211	0.0410366
1674	11	64594823	66782661	2132	187	CD_delange2017	PD_nalls2019	-0.260078	-0.71916	0.14616	0.0676405	0	0.51719	0.201157
1674	11	64594823	66782661	2132	187	CD_delange2017	SCZ_pardinas2018	-0.0189253	-0.34832	0.30938	0.000358168	0	0.1434	0.905101
1674	11	64594823	66782661	2132	187	CD_delange2017	UC_delange2017	0.578585	0.21793	0.95194	0.33476	0.0484	0.90619	0.00575633
1674	11	64594823	66782661	2132	187	MS_imsgc2019	PD_nalls2019	0.09495	-0.31006	0.52331	0.00901551	0	0.28475	0.634577
1674	11	64594823	66782661	2132	187	MS_imsgc2019	SCZ_pardinas2018	-0.133666	-0.4554	0.1693	0.0178665	0	0.20741	0.390889
1674	11	64594823	66782661	2132	187	MS_imsgc2019	UC_delange2017	-0.249398	-0.73062	0.14396	0.0621992	0	0.5338	0.214844
1674	11	64594823	66782661	2132	187	PD_nalls2019	SCZ_pardinas2018	0.219409	-0.1083	0.57286	0.0481404	0	0.32817	0.184998
1674	11	64594823	66782661	2132	187	PD_nalls2019	UC_delange2017	-0.0118032	-0.46012	0.43459	0.000139317	0	0.28366	0.955658
1674	11	64594823	66782661	2132	187	SCZ_pardinas2018	UC_delange2017	0.189396	-0.15004	0.55288	0.0358709	0	0.30602	0.255152
1682	11	75445254	76518906	1519	194	CD_delange2017	PD_nalls2019	-0.0317107	-0.18127	0.11935	0.00100557	0	0.034	0.674328
1682	11	75445254	76518906	1519	194	CD_delange2017	UC_delange2017	0.911326	0.74698	1	0.830514	0.55797	1	1.68529e-10
1682	11	75445254	76518906	1519	194	PD_nalls2019	UC_delange2017	0.0958138	-0.09161	0.28469	0.00918028	0	0.08105	0.31179
1691	11	84613230	85869059	2019	123	AD_schwartzentruber2021	PD_nalls2019	-0.252027	-0.68937	0.13852	0.0635174	0	0.47523	0.2011
1692	11	85869060	86629333	1587	161	AD_schwartzentruber2021	PD_nalls2019	-0.102095	-0.29023	0.0863	0.0104233	0	0.08425	0.285789
1719	11	112755447	113889019	1206	126	LBD_chia2021	PD_nalls2019	0.279529	0.05686	0.51339	0.0781367	0.00369	0.26357	0.0158249
1719	11	112755447	113889019	1206	126	LBD_chia2021	SCZ_pardinas2018	-0.524921	-0.84868	-0.22464	0.275542	0.05046	0.72025	0.00122595
1719	11	112755447	113889019	1206	126	PD_nalls2019	SCZ_pardinas2018	0.0429754	-0.17356	0.26049	0.00184689	0	0.06996	0.690261
1720	11	113889020	114742317	1370	177	CD_delange2017	PD_nalls2019	-0.13341	-0.37755	0.10149	0.0177982	0	0.14257	0.248994
1720	11	113889020	114742317	1370	177	CD_delange2017	UC_delange2017	0.467772	0.13374	0.76655	0.218811	0.01888	0.58761	0.0100181
1720	11	113889020	114742317	1370	177	PD_nalls2019	UC_delange2017	0.280841	0.07646	0.49851	0.0788714	0.00592	0.24851	0.00868269
1723	11	117295642	118901213	2867	274	ALS_vanrheenen2021	CD_delange2017	0.170322	-0.21678	0.59357	0.0290096	0	0.35537	0.373804
1723	11	117295642	118901213	2867	274	ALS_vanrheenen2021	LBD_chia2021	0.352611	-0.08259	0.90539	0.124334	0	0.81972	0.108331
1723	11	117295642	118901213	2867	274	ALS_vanrheenen2021	MS_imsgc2019	0.269028	-0.07203	0.65503	0.0723762	0	0.42907	0.112279
1723	11	117295642	118901213	2867	274	ALS_vanrheenen2021	PD_nalls2019	-0.0555325	-0.34583	0.22611	0.00308386	0	0.12677	0.686096
1723	11	117295642	118901213	2867	274	ALS_vanrheenen2021	SCZ_pardinas2018	0.242551	-0.08668	0.6094	0.058831	0	0.37136	0.145587
1723	11	117295642	118901213	2867	274	ALS_vanrheenen2021	UC_delange2017	-0.0561528	-0.4971	0.3688	0.00315314	0	0.2802	0.783656
1723	11	117295642	118901213	2867	274	CD_delange2017	LBD_chia2021	0.0630297	-0.34435	0.47805	0.00397274	0	0.24801	0.741724
1723	11	117295642	118901213	2867	274	CD_delange2017	MS_imsgc2019	-0.138021	-0.45185	0.15258	0.0190498	0	0.20418	0.346629
1723	11	117295642	118901213	2867	274	CD_delange2017	PD_nalls2019	0.00855028	-0.22872	0.25255	7.31073e-05	0	0.07639	0.942444
1723	11	117295642	118901213	2867	274	CD_delange2017	SCZ_pardinas2018	-0.0491527	-0.34095	0.24213	0.00241599	0	0.12405	0.732974
1723	11	117295642	118901213	2867	274	CD_delange2017	UC_delange2017	0.722019	0.43924	1	0.521312	0.19293	1	9.44473e-05
