gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
ENSG00000063854	HAGH	16	1745621	1977195	296	24	PD_nalls2019	CD8NC_onek1k_ENSG00000063854	-0.110835	-0.31337	0.09246	0.0122843	0	0.09821	0.281797
ENSG00000140988	RPS2	16	1912053	2114861	80	18	PD_nalls2019	BIN_onek1k_ENSG00000140988	-0.10436	-0.24997	0.04247	0.010891	0	0.06249	0.164544
ENSG00000140988	RPS2	16	1912053	2114861	85	19	PD_nalls2019	BMem_onek1k_ENSG00000140988	-0.0746458	-0.25256	0.10088	0.005572	0	0.06416	0.396273
ENSG00000140988	RPS2	16	1912053	2114861	83	19	PD_nalls2019	CD4ET_onek1k_ENSG00000140988	-0.0908803	-0.25514	0.07041	0.00825923	0	0.0651	0.269584
ENSG00000140988	RPS2	16	1912053	2114861	85	18	PD_nalls2019	CD8ET_onek1k_ENSG00000140988	-0.0816291	-0.27485	0.12	0.00666331	0	0.07554	0.417006
ENSG00000140988	RPS2	16	1912053	2114861	88	20	PD_nalls2019	CD8NC_onek1k_ENSG00000140988	-0.0777218	-0.23729	0.08073	0.00604068	0	0.05632	0.331012
ENSG00000140988	RPS2	16	1912053	2114861	83	19	PD_nalls2019	MonoC_onek1k_ENSG00000140988	-0.0823654	-0.31906	0.16493	0.00678405	0	0.10313	0.493601
ENSG00000262370	RP11_473M20_9	16	3026912	3237101	85	16	PD_nalls2019	CD4ET_onek1k_ENSG00000262370	0.237229	-0.06153	0.52689	0.0562775	0	0.27762	0.111483
ENSG00000262370	RP11_473M20_9	16	3026912	3237101	90	20	PD_nalls2019	CD8ET_onek1k_ENSG00000262370	0.239523	0.04816	0.43631	0.0573711	0.00252	0.19036	0.0207271
ENSG00000067836	ROGDI	16	4746969	4952951	127	31	CD_delange2017	MonoC_onek1k_ENSG00000067836	0.11041	-0.24427	0.46587	0.0121904	0	0.21884	0.531912
ENSG00000067836	ROGDI	16	4746969	4952951	134	32	PD_nalls2019	MonoC_onek1k_ENSG00000067836	-0.0340953	-0.27588	0.21128	0.00116249	0	0.08221	0.781978
ENSG00000153048	CARHSP1	16	8846799	9062866	96	23	PD_nalls2019	CD8ET_onek1k_ENSG00000153048	0.0258614	-0.34938	0.40777	0.000668814	0	0.19043	0.887308
ENSG00000260349	RP11_473I1_5	16	9099691	9301031	69	19	PD_nalls2019	BIN_onek1k_ENSG00000260349	0.114221	-0.11986	0.3493	0.0130464	0	0.12204	0.326812
ENSG00000260349	RP11_473I1_5	16	9099691	9301031	64	17	PD_nalls2019	BMem_onek1k_ENSG00000260349	0.226877	-0.13673	0.59076	0.0514733	0	0.34899	0.210047
ENSG00000260349	RP11_473I1_5	16	9099691	9301031	107	31	PD_nalls2019	CD8ET_onek1k_ENSG00000260349	0.131419	-0.04599	0.30484	0.017271	0	0.09292	0.136313
ENSG00000260349	RP11_473I1_5	16	9099691	9301031	54	16	PD_nalls2019	CD8NC_onek1k_ENSG00000260349	0.00743847	-0.24303	0.2569	5.53309e-05	0	0.08303	0.953324
ENSG00000166669	ATF7IP2	16	10320291	10677495	208	22	PD_nalls2019	CD4NC_onek1k_ENSG00000166669	0.039658	-0.29253	0.37021	0.00157275	0	0.15239	0.811439
ENSG00000189067	LITAF	16	11541853	11830237	65	20	PD_nalls2019	MonoC_onek1k_ENSG00000189067	-0.112332	-0.29939	0.07313	0.0126185	0	0.08963	0.235815
ENSG00000179889	PDXDC1	16	14968448	15333196	58	14	PD_nalls2019	CD8ET_onek1k_ENSG00000179889	0.0312922	-0.4049	0.4708	0.000979199	0	0.2603	0.882366
ENSG00000133392	MYH11	16	15697029	16050890	117	28	PD_nalls2019	CD4NC_onek1k_ENSG00000133392	-0.00972246	-0.1736	0.15148	9.45263e-05	0	0.03601	0.906379
ENSG00000133392	MYH11	16	15697029	16050890	96	23	PD_nalls2019	CD8ET_onek1k_ENSG00000133392	-0.0587791	-0.3025	0.17886	0.00345499	0	0.09359	0.625768
ENSG00000103226	NOMO3	16	16226352	16488668	3	2	PD_nalls2019	MonoC_onek1k_ENSG00000103226	0.357636	0.04042	0.65746	0.127903	0.00285	0.43225	0.0286774
ENSG00000166501	PRKCB	16	23747322	24331932	234	21	UC_delange2017	MonoC_onek1k_ENSG00000166501	0.795005	0.49498	1	0.632033	0.245	1	0.00010362
ENSG00000178952	TUFM	16	28753732	28957729	112	9	CD_delange2017	BIN_onek1k_ENSG00000178952	1	0.89703	1	1	0.80466	1	4.00213e-11
ENSG00000178952	TUFM	16	28753732	28957729	115	10	PD_nalls2019	BIN_onek1k_ENSG00000178952	-0.290276	-0.5016	-0.07102	0.08426	0.00534	0.2516	0.0118489
ENSG00000178952	TUFM	16	28753732	28957729	110	8	CD_delange2017	BMem_onek1k_ENSG00000178952	1	0.89552	1	1	0.80195	1	8.367e-10
ENSG00000178952	TUFM	16	28753732	28957729	113	10	PD_nalls2019	BMem_onek1k_ENSG00000178952	-0.582467	-0.94444	-0.23043	0.339268	0.05339	0.89197	0.00394532
ENSG00000178952	TUFM	16	28753732	28957729	112	9	CD_delange2017	CD4ET_onek1k_ENSG00000178952	1	0.89659	1	1	0.80388	1	7.54803e-10
ENSG00000178952	TUFM	16	28753732	28957729	115	10	PD_nalls2019	CD4ET_onek1k_ENSG00000178952	-0.349174	-0.571	-0.12315	0.121922	0.01517	0.32604	0.00373594
ENSG00000178952	TUFM	16	28753732	28957729	119	12	CD_delange2017	CD8ET_onek1k_ENSG00000178952	1	0.88485	1	1	0.78296	1	2.89702e-10
ENSG00000178952	TUFM	16	28753732	28957729	122	13	PD_nalls2019	CD8ET_onek1k_ENSG00000178952	-0.345525	-0.55954	-0.12658	0.119387	0.01605	0.31309	0.00266347
ENSG00000178952	TUFM	16	28753732	28957729	118	10	CD_delange2017	CD8NC_onek1k_ENSG00000178952	1	0.89573	1	1	0.80233	1	3.44797e-11
ENSG00000178952	TUFM	16	28753732	28957729	121	11	PD_nalls2019	CD8NC_onek1k_ENSG00000178952	-0.339376	-0.5589	-0.11957	0.115176	0.01433	0.31237	0.0040895
ENSG00000178952	TUFM	16	28753732	28957729	102	6	CD_delange2017	MonoC_onek1k_ENSG00000178952	0.754672	0.47786	0.99743	0.56953	0.22835	0.99486	0.000104195
ENSG00000178952	TUFM	16	28753732	28957729	102	6	UC_delange2017	MonoC_onek1k_ENSG00000178952	0.534213	0.0973	0.95164	0.285384	0.01212	0.90561	0.0233168
ENSG00000198106	SNX29P2	16	29162829	29619817	40	13	PD_nalls2019	BIN_onek1k_ENSG00000198106	-0.190857	-0.50011	0.11915	0.0364263	0	0.25011	0.214536
ENSG00000102910	LONP2	16	48178207	48497033	79	7	PD_nalls2019	CD4NC_onek1k_ENSG00000102910	0.329534	0.01253	0.62938	0.108593	0.00168	0.39612	0.0422059
ENSG00000102910	LONP2	16	48178207	48497033	7	3	PD_nalls2019	CD8NC_onek1k_ENSG00000102910	0.528929	0.12448	0.88503	0.279766	0.01631	0.78328	0.018133
ENSG00000155393	HEATR3	16	49999852	50240298	73	8	CD_delange2017	CD4NC_onek1k_ENSG00000155393	-0.953178	-1	-0.65562	0.908548	0.42984	1	0.000643238
ENSG00000121281	ADCY7	16	50180048	50452046	7	3	CD_delange2017	CD8ET_onek1k_ENSG00000121281	-0.842438	-1	-0.54479	0.709702	0.2968	1	0.000612565
ENSG00000166164	BRD7	16	50247398	50502845	31	5	CD_delange2017	CD8ET_onek1k_ENSG00000166164	-0.888235	-1	-0.69126	0.788961	0.47784	1	3.07461e-06
ENSG00000166164	BRD7	16	50247398	50502845	31	5	UC_delange2017	CD8ET_onek1k_ENSG00000166164	-0.817102	-1	-0.48136	0.667656	0.23171	1	0.000897843
ENSG00000261644	RP11_327F22_2	16	50669624	50874627	23	3	CD_delange2017	BIN_onek1k_ENSG00000261644	0.461899	-0.06008	0.95034	0.21335	0	0.90314	0.0859809
ENSG00000103479	RBL2	16	53367889	53625561	137	18	PD_nalls2019	CD4NC_onek1k_ENSG00000103479	0.16745	-0.22668	0.57348	0.0280396	0	0.32999	0.382228
ENSG00000103479	RBL2	16	53367889	53625561	102	12	PD_nalls2019	CD8ET_onek1k_ENSG00000103479	0.271784	-0.18816	0.73606	0.0738666	0	0.54178	0.231753
ENSG00000103479	RBL2	16	53367889	53625561	102	12	PD_nalls2019	CD8NC_onek1k_ENSG00000103479	0.244894	-0.21898	0.69943	0.0599732	0	0.49068	0.278267
ENSG00000198848	CES1	16	55736763	55967249	47	14	PD_nalls2019	CD4NC_onek1k_ENSG00000198848	-0.376443	-0.60504	-0.13722	0.141709	0.01883	0.36607	0.00210457
ENSG00000198848	CES1	16	55736763	55967249	74	14	PD_nalls2019	CD8ET_onek1k_ENSG00000198848	-0.339091	-0.50869	-0.16247	0.114983	0.0264	0.25877	0.000303721
ENSG00000198848	CES1	16	55736763	55967249	58	10	PD_nalls2019	CD8NC_onek1k_ENSG00000198848	-0.527741	-0.82821	-0.2167	0.27851	0.04696	0.68593	0.00210434
ENSG00000198848	CES1	16	55736763	55967249	105	16	PD_nalls2019	MonoC_onek1k_ENSG00000198848	-0.300793	-0.47705	-0.11946	0.0904764	0.01427	0.22757	0.00167108
ENSG00000187193	MT1X	16	56616336	56818108	58	19	PD_nalls2019	CD4ET_onek1k_ENSG00000187193	-0.158149	-0.48482	0.16905	0.025011	0	0.23505	0.331321
ENSG00000187193	MT1X	16	56616336	56818108	56	19	PD_nalls2019	CD8ET_onek1k_ENSG00000187193	-0.080537	-0.41549	0.24124	0.00648621	0	0.17621	0.618674
ENSG00000187193	MT1X	16	56616336	56818108	50	20	PD_nalls2019	CD8NC_onek1k_ENSG00000187193	-0.112928	-0.39631	0.16719	0.0127527	0	0.15729	0.425947
ENSG00000246898	LINC00920	16	66342427	66546038	64	16	PD_nalls2019	CD4NC_onek1k_ENSG00000246898	0.293453	-0.1537	0.74244	0.0861148	0	0.55121	0.186459
ENSG00000246898	LINC00920	16	66342427	66546038	102	34	PD_nalls2019	CD8ET_onek1k_ENSG00000246898	0.175351	-0.11955	0.47566	0.030748	0	0.22625	0.233867
ENSG00000102898	NUTF2	16	67780635	68006470	71	6	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000102898	-1	-1	-0.81173	1	0.65891	1	9.13381e-05
ENSG00000103056	SMPD3	16	68292231	68582591	43	8	SCZ_pardinas2018	BMem_onek1k_ENSG00000103056	0.361835	-0.11177	0.81559	0.130924	0	0.66519	0.125137
ENSG00000184939	ZFP90	16	68463993	68709975	357	37	PD_nalls2019	CD8ET_onek1k_ENSG00000184939	0.330974	0.02877	0.64835	0.109544	0.0024	0.42035	0.0357306
ENSG00000157322	CLEC18A	16	69884810	70098141	87	7	PD_nalls2019	CD4NC_onek1k_ENSG00000157322	0.235208	-0.16007	0.62136	0.0553227	0	0.38609	0.238169
ENSG00000257017	HP	16	71988491	72194954	222	26	PD_nalls2019	MonoC_onek1k_ENSG00000257017	0.168259	-0.07734	0.40343	0.028311	0	0.16275	0.166763
ENSG00000103194	USP10	16	84633584	84913528	131	18	PD_nalls2019	CD4NC_onek1k_ENSG00000103194	-0.282639	-0.57621	0.00705	0.0798849	0	0.33202	0.0602467
ENSG00000131153	GINS2	16	85609804	85823679	66	20	PD_nalls2019	CD4NC_onek1k_ENSG00000131153	-0.0402748	-0.28861	0.20335	0.00162206	0	0.08916	0.74272
ENSG00000158717	RNF166	16	88662903	88872829	71	36	PD_nalls2019	CD4NC_onek1k_ENSG00000158717	0.105031	-0.15375	0.36161	0.0110316	0	0.13172	0.415577
ENSG00000167526	RPL13	16	89527065	89730950	196	37	PD_nalls2019	BIN_onek1k_ENSG00000167526	0.0937514	-0.10883	0.29674	0.00878933	0	0.08809	0.371291
ENSG00000167526	RPL13	16	89527065	89730950	193	33	PD_nalls2019	BMem_onek1k_ENSG00000167526	0.0500788	-0.18276	0.28244	0.00250789	0	0.0817	0.670547
ENSG00000167526	RPL13	16	89527065	89730950	193	35	PD_nalls2019	CD4ET_onek1k_ENSG00000167526	0.104973	-0.11915	0.32341	0.0110194	0	0.1047	0.343971
ENSG00000167526	RPL13	16	89527065	89730950	189	37	PD_nalls2019	CD4NC_onek1k_ENSG00000167526	0.163276	-0.04447	0.37119	0.026659	0	0.13778	0.126325
ENSG00000167526	RPL13	16	89527065	89730950	194	35	PD_nalls2019	CD8ET_onek1k_ENSG00000167526	0.180368	-0.04065	0.39506	0.0325327	0	0.15607	0.107093
ENSG00000167526	RPL13	16	89527065	89730950	197	37	PD_nalls2019	CD8NC_onek1k_ENSG00000167526	0.213546	-0.00194	0.428	0.045602	0	0.18319	0.0528971
ENSG00000185324	CDK10	16	89647145	89862772	35	13	PD_nalls2019	CD8NC_onek1k_ENSG00000185324	0.278777	-0.12591	0.68839	0.0777166	0	0.47388	0.179691
ENSG00000141002	TCF25	16	89840000	90077792	172	19	PD_nalls2019	CD8ET_onek1k_ENSG00000141002	-0.319471	-0.57538	-0.05347	0.102062	0.00383	0.33107	0.0188553
ENSG00000132386	SERPINF1	17	1565253	1780868	50	10	PD_nalls2019	CD4NC_onek1k_ENSG00000132386	0.161084	-0.21635	0.53353	0.0259479	0	0.28585	0.391892
ENSG00000167720	SRR	17	2106677	2328554	133	14	SCZ_pardinas2018	CD4NC_onek1k_ENSG00000167720	-0.555134	-0.96	-0.15353	0.308174	0.02528	0.9216	0.0150847
ENSG00000091640	SPAG7	17	4762521	4971167	51	9	PD_nalls2019	CD4NC_onek1k_ENSG00000091640	0.0952759	-0.39305	0.58774	0.0090775	0	0.3626	0.686299
ENSG00000161929	SCIMP	17	5012256	5238155	178	14	AD_schwartzentruber2021	BIN_onek1k_ENSG00000161929	0.799392	0.49599	1	0.639027	0.24601	1	0.000247108
ENSG00000161929	SCIMP	17	5012256	5238155	162	15	AD_schwartzentruber2021	BMem_onek1k_ENSG00000161929	0.634117	0.30008	0.97167	0.402104	0.09005	0.94414	0.00170848
ENSG00000170291	ELP5	17	7054735	7263259	133	40	PD_nalls2019	CD4NC_onek1k_ENSG00000170291	-0.219402	-0.36	-0.07366	0.0481374	0.00543	0.1296	0.00328431
ENSG00000170291	ELP5	17	7054735	7263259	115	33	PD_nalls2019	CD8ET_onek1k_ENSG00000170291	-0.188698	-0.36432	-0.00942	0.0356069	0.00053	0.13273	0.0412339
ENSG00000132507	EIF5A	17	7110318	7315774	94	31	PD_nalls2019	BIN_onek1k_ENSG00000132507	0.225702	-0.0441	0.48872	0.0509413	0	0.23885	0.0911227
ENSG00000132507	EIF5A	17	7110318	7315774	111	35	PD_nalls2019	CD4ET_onek1k_ENSG00000132507	0.16048	-0.04341	0.36965	0.0257539	0	0.13664	0.126316
ENSG00000132507	EIF5A	17	7110318	7315774	76	30	PD_nalls2019	CD4NC_onek1k_ENSG00000132507	0.137311	-0.07513	0.34831	0.0188542	0	0.12132	0.198405
ENSG00000132507	EIF5A	17	7110318	7315774	86	33	PD_nalls2019	CD8ET_onek1k_ENSG00000132507	0.0817811	-0.11338	0.27973	0.00668815	0	0.07829	0.411994
ENSG00000132507	EIF5A	17	7110318	7315774	103	33	PD_nalls2019	CD8NC_onek1k_ENSG00000132507	0.200145	-0.01171	0.40704	0.0400581	0	0.16569	0.0598531
ENSG00000141504	SAT2	17	7429552	7631194	32	12	PD_nalls2019	CD8ET_onek1k_ENSG00000141504	-0.402265	-0.81853	0.01424	0.161817	0	0.67	0.0705001
ENSG00000170310	STX8	17	9053788	9579908	818	155	PD_nalls2019	CD4NC_onek1k_ENSG00000170310	-0.0352841	-0.18319	0.11172	0.00124497	0	0.03468	0.639188
ENSG00000170310	STX8	17	9053788	9579908	818	155	PD_nalls2019	CD8ET_onek1k_ENSG00000170310	-0.115511	-0.28195	0.04833	0.0133428	0	0.0795	0.168762
ENSG00000214941	ZSWIM7	17	15779874	16003031	196	21	PD_nalls2019	CD4NC_onek1k_ENSG00000214941	0.0207145	-0.2137	0.25804	0.00042909	0	0.07428	0.861153
ENSG00000214941	ZSWIM7	17	15779874	16003031	197	21	PD_nalls2019	CD8ET_onek1k_ENSG00000214941	-0.0770807	-0.37607	0.22511	0.00594144	0	0.14518	0.60023
ENSG00000265185	SNORD3B_1	17	18865225	19065807	10	7	PD_nalls2019	MonoC_onek1k_ENSG00000265185	-0.186949	-0.55698	0.19349	0.0349501	0	0.31032	0.319013
ENSG00000128487	SPECC1	17	19812657	20322339	189	7	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000128487	0.737093	0.36232	1	0.543306	0.13128	1	0.00191137
ENSG00000126860	EVI2A	17	29544578	29748902	153	14	PD_nalls2019	CD4NC_onek1k_ENSG00000126860	-0.15942	-0.38936	0.06883	0.0254147	0	0.1516	0.178132
ENSG00000172057	ORMDL3	17	37977294	38183854	222	26	CD_delange2017	BIN_onek1k_ENSG00000172057	-0.717381	-0.88981	-0.53227	0.514636	0.28331	0.79176	7.08446e-09
ENSG00000172057	ORMDL3	17	37977294	38183854	241	29	PD_nalls2019	BIN_onek1k_ENSG00000172057	-0.379943	-0.52873	-0.22711	0.144357	0.05158	0.27956	5.87243e-06
ENSG00000172057	ORMDL3	17	37977294	38183854	222	26	UC_delange2017	BIN_onek1k_ENSG00000172057	-0.699751	-0.87811	-0.51399	0.489651	0.26419	0.77107	2.59471e-08
ENSG00000172057	ORMDL3	17	37977294	38183854	174	20	CD_delange2017	BMem_onek1k_ENSG00000172057	-0.738477	-0.91638	-0.54735	0.545349	0.29959	0.83976	2.88211e-08
ENSG00000172057	ORMDL3	17	37977294	38183854	189	22	PD_nalls2019	BMem_onek1k_ENSG00000172057	-0.332405	-0.49617	-0.16196	0.110493	0.02623	0.24618	0.000213608
ENSG00000172057	ORMDL3	17	37977294	38183854	174	20	UC_delange2017	BMem_onek1k_ENSG00000172057	-0.7354	-0.91755	-0.54089	0.540813	0.29257	0.8419	2.9556e-08
ENSG00000172057	ORMDL3	17	37977294	38183854	158	15	CD_delange2017	CD4ET_onek1k_ENSG00000172057	-0.785736	-0.97495	-0.57412	0.617381	0.32961	0.95053	2.37516e-07
ENSG00000172057	ORMDL3	17	37977294	38183854	171	18	PD_nalls2019	CD4ET_onek1k_ENSG00000172057	-0.223321	-0.48959	0.04529	0.0498723	0	0.23969	0.103762
ENSG00000172057	ORMDL3	17	37977294	38183854	158	15	UC_delange2017	CD4ET_onek1k_ENSG00000172057	-0.694712	-0.90279	-0.4717	0.482624	0.2225	0.81502	2.24883e-06
ENSG00000172057	ORMDL3	17	37977294	38183854	93	19	CD_delange2017	CD4NC_onek1k_ENSG00000172057	-0.842868	-1	-0.64899	0.710426	0.42119	1	2.18674e-08
ENSG00000172057	ORMDL3	17	37977294	38183854	99	21	PD_nalls2019	CD4NC_onek1k_ENSG00000172057	0.151101	-0.07842	0.37966	0.0228315	0	0.14436	0.199125
ENSG00000172057	ORMDL3	17	37977294	38183854	93	19	UC_delange2017	CD4NC_onek1k_ENSG00000172057	-0.649347	-0.93408	-0.37692	0.421651	0.14207	0.8725	0.000121756
ENSG00000172057	ORMDL3	17	37977294	38183854	258	28	CD_delange2017	CD8ET_onek1k_ENSG00000172057	-0.71694	-0.8531	-0.56935	0.514002	0.32415	0.72778	3.38187e-13
ENSG00000172057	ORMDL3	17	37977294	38183854	277	30	PD_nalls2019	CD8ET_onek1k_ENSG00000172057	-0.203861	-0.3379	-0.07127	0.0415594	0.00514	0.11418	0.0034441
ENSG00000172057	ORMDL3	17	37977294	38183854	258	28	UC_delange2017	CD8ET_onek1k_ENSG00000172057	-0.632926	-0.79097	-0.46987	0.400596	0.22078	0.62564	3.68811e-10
ENSG00000172057	ORMDL3	17	37977294	38183854	169	18	CD_delange2017	CD8NC_onek1k_ENSG00000172057	-0.614737	-0.80147	-0.41477	0.377901	0.17203	0.64235	6.82811e-07
ENSG00000172057	ORMDL3	17	37977294	38183854	180	20	PD_nalls2019	CD8NC_onek1k_ENSG00000172057	0.0372317	-0.22735	0.29816	0.0013862	0	0.09674	0.777779
ENSG00000172057	ORMDL3	17	37977294	38183854	169	18	UC_delange2017	CD8NC_onek1k_ENSG00000172057	-0.420098	-0.63492	-0.20019	0.176482	0.04008	0.40312	0.000604093
ENSG00000167914	GSDMA	17	38019226	38234019	163	15	CD_delange2017	CD4NC_onek1k_ENSG00000167914	-0.520703	-0.78281	-0.25142	0.271131	0.06321	0.61279	0.000951868
ENSG00000167914	GSDMA	17	38019226	38234019	177	16	PD_nalls2019	CD4NC_onek1k_ENSG00000167914	-0.47394	-0.70675	-0.23075	0.224619	0.05325	0.4995	0.000469132
ENSG00000167914	GSDMA	17	38019226	38234019	163	15	UC_delange2017	CD4NC_onek1k_ENSG00000167914	-0.645369	-0.88966	-0.39277	0.416501	0.15427	0.7915	6.11359e-05
ENSG00000173801	JUP	17	39675692	40043183	74	13	PD_nalls2019	BIN_onek1k_ENSG00000173801	0.283163	-0.05443	0.61511	0.0801814	0	0.37836	0.0998399
ENSG00000141698	NT5C3B	17	39881335	40092523	140	7	PD_nalls2019	BMem_onek1k_ENSG00000141698	0.262888	-0.14231	0.65368	0.0691099	0	0.4273	0.191514
ENSG00000120088	CRHR1	17	43599267	44013194	4	4	PD_nalls2019	CD8NC_onek1k_ENSG00000120088	-0.508868	-0.75567	-0.24375	0.258947	0.05942	0.57103	0.000429111
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	33	9	PD_nalls2019	BIN_onek1k_ENSG00000214401	-0.224524	-0.32087	-0.12709	0.0504108	0.01615	0.10296	1.24022e-05
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	171	6	PD_nalls2019	BMem_onek1k_ENSG00000214401	-0.170846	-0.27622	-0.06333	0.0291884	0.00401	0.0763	0.00173154
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	185	7	PD_nalls2019	CD4ET_onek1k_ENSG00000214401	-0.109788	-0.19127	-0.02633	0.0120533	0.00074	0.03658	0.00926289
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	19	5	PD_nalls2019	CD4NC_onek1k_ENSG00000214401	-0.320797	-0.44488	-0.19256	0.102911	0.03708	0.19792	2.57653e-06
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	13	5	PD_nalls2019	CD8ET_onek1k_ENSG00000214401	-0.831341	-0.89746	-0.75931	0.691128	0.57655	0.80544	1.34211e-39
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	21	6	PD_nalls2019	CD8NC_onek1k_ENSG00000214401	-0.768194	-0.85886	-0.67428	0.590123	0.45466	0.73763	1.13119e-25
ENSG00000214401	KANSL1_AS1	17	44170942	44374089	163	5	PD_nalls2019	MonoC_onek1k_ENSG00000214401	-0.131426	-0.30916	0.0434	0.0172727	0	0.09558	0.147248
ENSG00000141295	SCRN2	17	45815058	46018699	140	18	PD_nalls2019	CD8ET_onek1k_ENSG00000141295	-0.228458	-0.51181	0.06326	0.0521933	0	0.26195	0.124201
ENSG00000108384	RAD51C	17	56669934	56911703	140	6	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000108384	0.764316	0.34621	1	0.584179	0.11986	1	0.00667058
ENSG00000257949	TEN1	17	73875301	74096667	50	12	PD_nalls2019	CD4NC_onek1k_ENSG00000257949	-0.0384958	-0.32407	0.24877	0.00148193	0	0.11471	0.789087
ENSG00000257949	TEN1	17	73875301	74096667	33	10	PD_nalls2019	CD8ET_onek1k_ENSG00000257949	0.0311751	-0.31463	0.36815	0.000971884	0	0.15241	0.853087
ENSG00000070526	ST6GALNAC1	17	74520843	74739920	62	10	PD_nalls2019	CD4ET_onek1k_ENSG00000070526	0.855431	0.59393	1	0.731763	0.35276	1	4.62822e-05
ENSG00000266998	RP11_936I5_1	17	75269900	75473318	89	15	PD_nalls2019	CD8NC_onek1k_ENSG00000266998	-0.130722	-0.45311	0.20066	0.0170881	0	0.20609	0.427138
ENSG00000087157	PGS1	17	76274721	76521195	103	15	PD_nalls2019	CD4NC_onek1k_ENSG00000087157	-0.316029	-0.6041	-0.02454	0.0998741	0.00215	0.36494	0.0369444
ENSG00000087157	PGS1	17	76274721	76521195	95	12	ALS_vanrheenen2021	CD4NC_onek1k_ENSG00000087157	-0.760884	-1	-0.40758	0.578945	0.16612	1	0.00122318
ENSG00000224877	C17orf89	17	79113039	79315081	57	19	PD_nalls2019	CD4ET_onek1k_ENSG00000224877	-0.178684	-0.52235	0.1688	0.031928	0	0.27286	0.302596
ENSG00000224877	C17orf89	17	79113039	79315081	153	37	PD_nalls2019	CD8ET_onek1k_ENSG00000224877	-0.1263	-0.33489	0.07817	0.0159518	0	0.11215	0.238009
ENSG00000224877	C17orf89	17	79113039	79315081	80	26	PD_nalls2019	CD8NC_onek1k_ENSG00000224877	-0.42636	-0.64083	-0.19935	0.181783	0.03974	0.41066	0.000569744
ENSG00000169738	DCXR	17	79893012	80095608	212	28	PD_nalls2019	CD4NC_onek1k_ENSG00000169738	-0.0219621	-0.34674	0.29422	0.000482332	0	0.13903	0.889336
ENSG00000169738	DCXR	17	79893012	80095608	88	27	PD_nalls2019	CD8ET_onek1k_ENSG00000169738	0.0989636	-0.14704	0.34847	0.00979379	0	0.1223	0.431596
ENSG00000132199	ENOSF1	18	570324	812676	220	33	PD_nalls2019	CD4NC_onek1k_ENSG00000132199	0.0725268	-0.13867	0.27598	0.00526013	0	0.07622	0.485275
ENSG00000132199	ENOSF1	18	570324	812676	95	16	PD_nalls2019	CD8NC_onek1k_ENSG00000132199	0.0316403	-0.33981	0.40645	0.00100111	0	0.18751	0.864194
ENSG00000272799	RP11_474N24_6	18	9812313	10012846	67	18	PD_nalls2019	CD4NC_onek1k_ENSG00000272799	0.0983734	-0.16956	0.36268	0.00967733	0	0.13159	0.463743
ENSG00000267654	RP11_973H7_4	18	12639489	12849420	79	9	CD_delange2017	CD8ET_onek1k_ENSG00000267654	0.120644	-0.21342	0.44398	0.0145549	0	0.19758	0.467719
ENSG00000267654	RP11_973H7_4	18	12639489	12849420	82	10	PD_nalls2019	CD8ET_onek1k_ENSG00000267654	0.0596795	-0.33707	0.4606	0.00356164	0	0.2352	0.765431
ENSG00000267654	RP11_973H7_4	18	12639489	12849420	79	9	UC_delange2017	CD8ET_onek1k_ENSG00000267654	0.325718	-0.10997	0.75641	0.106092	0	0.57216	0.138381
ENSG00000260302	RP11_973H7_1	18	12674650	12875922	26	8	CD_delange2017	CD8ET_onek1k_ENSG00000260302	0.57177	0.29261	0.83504	0.326921	0.08562	0.69729	0.000641256
ENSG00000168234	TTC39C	18	21472737	21815574	418	74	PD_nalls2019	MonoC_onek1k_ENSG00000168234	-0.0175535	-0.28179	0.25458	0.000308127	0	0.09594	0.894287
ENSG00000166347	CYB5A	18	71820530	72059251	326	34	PD_nalls2019	BIN_onek1k_ENSG00000166347	-0.0781184	-0.3938	0.22746	0.00610248	0	0.1603	0.603894
ENSG00000166347	CYB5A	18	71820530	72059251	253	17	PD_nalls2019	BMem_onek1k_ENSG00000166347	-0.138514	-0.56501	0.29012	0.0191862	0	0.32308	0.506721
ENSG00000101493	ZNF516	18	73969644	74307146	558	147	PD_nalls2019	CD4NC_onek1k_ENSG00000101493	0.0102891	-0.1002	0.12372	0.000105866	0	0.01752	0.856008
ENSG00000197971	MBP	18	74590783	74945639	9	6	PD_nalls2019	CD8NC_onek1k_ENSG00000197971	0.310901	-0.12432	0.73614	0.0966596	0	0.54191	0.16155
ENSG00000141933	TPGS1	19	407299	619654	20	7	PD_nalls2019	CD8ET_onek1k_ENSG00000141933	0.166438	-0.17736	0.50507	0.0277017	0	0.25548	0.34035
ENSG00000141933	TPGS1	19	407299	619654	19	7	PD_nalls2019	CD8NC_onek1k_ENSG00000141933	0.0884613	-0.27552	0.44065	0.0078254	0	0.20143	0.617736
