ld_block	gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen	h2.obs	p	qtl_dataset
2469	ENSG00000184674	GSTT1	22	24276133	24484680	7	5	CD4ET_onek1k_ENSG00000184674	0.131312	5.02091e-29	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	41	11	PD_nalls2019	0.000221791	3.48769e-18	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	41	11	CD4ET_onek1k_ENSG00000184674	0.149959	1.6409e-30	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	40	10	SCZ_pardinas2018	0.000190801	0.000737162	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	40	10	CD4ET_onek1k_ENSG00000184674	0.146009	5.14711e-30	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	37	9	UC_delange2017	0.000144809	0.0911489	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	17	6	ALS_vanrheenen2021	7.64389e-05	0.059563	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	17	6	CD4ET_onek1k_ENSG00000184674	0.135962	1.41006e-29	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	33	8	CD4ET_onek1k_ENSG00000184674	0.146023	5.96644e-31	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	2	2	CD4ET_onek1k_ENSG00000184674	0.110169	5.65298e-26	CD4ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	24	7	AD_schwartzentruber2021	4.84367e-07	0.407641	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	24	7	CD8ET_onek1k_ENSG00000184674	0.145818	2.07961e-31	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	3	3	LBD_chia2021	0.000115194	0.287836	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	3	3	CD8ET_onek1k_ENSG00000184674	0.134071	5.57978e-31	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	24	7	PD_nalls2019	2.0528e-06	0.339796	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	24	7	SCZ_pardinas2018	0.000155967	0.00138076	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	24	7	UC_delange2017	0.00012352	0.103157	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	5	2	CD8ET_onek1k_ENSG00000184674	0.0181538	4.69276e-05	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	18	5	CD8ET_onek1k_ENSG00000184674	0.14551	1.86939e-32	CD8ET
2469	ENSG00000184674	GSTT1	22	24276133	24484680	16	5	AD_schwartzentruber2021	3.8766e-06	0.23413	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	16	5	CD8NC_onek1k_ENSG00000184674	0.116315	1.79396e-25	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	16	5	CD_delange2017	7.12679e-05	0.157227	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	3	3	CD8NC_onek1k_ENSG00000184674	0.113717	4.42855e-26	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	16	5	PD_nalls2019	1.10124e-06	0.365141	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	16	5	SCZ_pardinas2018	0.000130251	0.00207491	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	14	3	CD8NC_onek1k_ENSG00000184674	0.0875731	5.83766e-20	CD8NC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	40	10	AD_schwartzentruber2021	1.1406e-05	0.116769	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	40	10	MonoC_onek1k_ENSG00000184674	0.0546384	4.48303e-10	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	36	8	CD_delange2017	0.000313634	0.00791293	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	36	8	MonoC_onek1k_ENSG00000184674	0.0478398	3.03557e-09	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	6	5	MonoC_onek1k_ENSG00000184674	0.0457813	9.49332e-10	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	39	10	PD_nalls2019	0.000222011	2.20917e-18	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	39	10	MonoC_onek1k_ENSG00000184674	0.054579	4.60555e-10	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	39	9	SCZ_pardinas2018	0.000259955	3.08373e-05	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	39	9	MonoC_onek1k_ENSG00000184674	0.0503634	1.7498e-09	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	36	8	UC_delange2017	0.000173492	0.0470054	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	17	6	ALS_vanrheenen2021	2.99993e-05	0.214757	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	17	6	MonoC_onek1k_ENSG00000184674	0.0467931	1.27872e-09	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	32	7	MS_imsgc2019	0.000277485	0.0108824	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	32	7	MonoC_onek1k_ENSG00000184674	0.0441235	8.94841e-09	MonoC
2469	ENSG00000184674	GSTT1	22	24276133	24484680	2	2	MonoC_onek1k_ENSG00000184674	0.0372976	3.05847e-09	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	40	6	CD8ET_onek1k_ENSG00000240972	0.103656	5.01751e-22	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	36	7	CD8ET_onek1k_ENSG00000240972	0.103131	1.91647e-21	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	39	6	CD8ET_onek1k_ENSG00000240972	0.101329	1.70312e-21	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	41	7	PD_nalls2019	2.55518e-05	0.00724902	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	41	7	CD8ET_onek1k_ENSG00000240972	0.104277	1.0547e-21	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	36	7	UC_delange2017	8.37378e-05	0.147373	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	40	7	CD8ET_onek1k_ENSG00000240972	0.104281	1.05265e-21	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	39	7	CD8ET_onek1k_ENSG00000240972	0.103034	2.01636e-21	CD8ET
2469	ENSG00000240972	MIF	22	24136191	24337414	31	7	AD_schwartzentruber2021	6.72354e-06	0.17815	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	31	7	MonoC_onek1k_ENSG00000240972	0.0339289	9.24703e-07	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	30	7	CD_delange2017	9.27834e-05	0.154005	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	30	7	MonoC_onek1k_ENSG00000240972	0.0339253	9.26221e-07	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	29	6	LBD_chia2021	0.000193546	0.292323	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	29	6	MonoC_onek1k_ENSG00000240972	0.0344619	4.05551e-07	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	32	8	PD_nalls2019	4.42363e-07	0.413685	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	32	8	MonoC_onek1k_ENSG00000240972	0.0454568	9.03612e-09	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	31	7	SCZ_pardinas2018	0.000133705	0.00354083	MonoC
2469	ENSG00000240972	MIF	22	24136191	24337414	30	7	MonoC_onek1k_ENSG00000240972	0.033938	9.2096e-07	MonoC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	67	10	CD4NC_onek1k_ENSG00000250479	0.0400784	2.82023e-07	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	66	10	CD_delange2017	0.000120198	0.133528	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	66	10	CD4NC_onek1k_ENSG00000250479	0.0400293	2.88049e-07	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	67	10	CD4NC_onek1k_ENSG00000250479	0.0401624	2.72024e-07	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	68	10	CD4NC_onek1k_ENSG00000250479	0.0401134	2.77813e-07	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	66	10	UC_delange2017	1.11665e-05	0.385724	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	68	10	ALS_vanrheenen2021	2.65559e-05	0.294448	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	61	10	FTD_ferrari2014	0.000422927	0.224099	CD4NC
2469	ENSG00000250479	CHCHD10	22	24008021	24210630	61	10	CD4NC_onek1k_ENSG00000250479	0.0401015	2.79248e-07	CD4NC
2469	ENSG00000272787	KB_226F1_2	22	24211400	24412062	11	3	CD4NC_onek1k_ENSG00000272787	0.0403506	2.12668e-09	CD4NC
2469	ENSG00000272787	KB_226F1_2	22	24211400	24412062	11	3	CD_delange2017	2.66941e-05	0.251379	CD4NC
2469	ENSG00000272787	KB_226F1_2	22	24211400	24412062	11	3	SCZ_pardinas2018	8.53751e-05	0.00728421	CD4NC
2469	ENSG00000272787	KB_226F1_2	22	24211400	24412062	11	3	UC_delange2017	8.62375e-05	0.0711545	CD4NC
2469	ENSG00000272787	KB_226F1_2	22	24211400	24412062	11	3	MS_imsgc2019	4.84956e-05	0.172057	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	5	2	AD_schwartzentruber2021	8.25675e-06	0.0527293	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	5	2	BIN_onek1k_ENSG00000272955	0.0273983	4.57458e-07	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	5	2	CD_delange2017	6.01906e-05	0.109821	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	2	2	BIN_onek1k_ENSG00000272955	0.0265984	6.84089e-07	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	6	3	BIN_onek1k_ENSG00000272955	0.0295989	4.31689e-07	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	5	2	UC_delange2017	4.42813e-05	0.133227	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	3	3	ALS_vanrheenen2021	3.65451e-05	0.110208	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	3	3	BIN_onek1k_ENSG00000272955	0.0296863	4.136e-07	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	6	3	MS_imsgc2019	5.15308e-05	0.159636	BIN
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	17	9	CD4NC_onek1k_ENSG00000272955	0.181122	5.03625e-39	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	13	7	CD_delange2017	0.000131866	0.0901221	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	13	7	CD4NC_onek1k_ENSG00000272955	0.176041	7.80242e-39	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	3	3	CD4NC_onek1k_ENSG00000272955	0.157577	8.6252e-37	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	16	9	PD_nalls2019	0.000243793	2.17546e-18	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	16	9	CD4NC_onek1k_ENSG00000272955	0.181115	5.0562e-39	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	16	9	SCZ_pardinas2018	0.000182396	0.00083166	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	16	9	CD4NC_onek1k_ENSG00000272955	0.177452	4.13527e-38	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	7	4	ALS_vanrheenen2021	2.74244e-07	0.398111	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	7	4	CD4NC_onek1k_ENSG00000272955	0.149529	4.47941e-34	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	6	4	CD4NC_onek1k_ENSG00000272955	0.157203	5.61219e-36	CD4NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	20	8	AD_schwartzentruber2021	1.57258e-05	0.0516399	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	20	8	CD8ET_onek1k_ENSG00000272955	0.0509469	7.23312e-10	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	16	6	CD8ET_onek1k_ENSG00000272955	0.0512894	1.49244e-10	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	3	3	CD8ET_onek1k_ENSG00000272955	0.0447392	2.36763e-10	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	8	PD_nalls2019	0.000292837	2.76507e-23	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	8	CD8ET_onek1k_ENSG00000272955	0.0507268	8.01039e-10	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	7	SCZ_pardinas2018	0.00013751	0.00300832	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	7	CD8ET_onek1k_ENSG00000272955	0.0491413	8.62774e-10	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	16	6	UC_delange2017	2.06951e-05	0.322155	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	14	5	CD8ET_onek1k_ENSG00000272955	0.0465637	6.50305e-10	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	12	5	MS_imsgc2019	0.000231931	0.0121725	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	12	5	CD8ET_onek1k_ENSG00000272955	0.0430419	3.55141e-09	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	2	2	CD8ET_onek1k_ENSG00000272955	0.0455767	4.46052e-11	CD8ET
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	23	10	AD_schwartzentruber2021	1.43093e-05	0.0799995	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	23	10	CD8NC_onek1k_ENSG00000272955	0.055299	3.32019e-10	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	8	CD_delange2017	0.000277794	0.0145334	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	8	CD8NC_onek1k_ENSG00000272955	0.0546555	1.28386e-10	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	5	5	LBD_chia2021	0.000378671	0.182704	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	5	5	CD8NC_onek1k_ENSG00000272955	0.0462485	7.57402e-10	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	22	10	PD_nalls2019	0.0002368	1.42601e-18	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	22	10	CD8NC_onek1k_ENSG00000272955	0.0553833	3.19528e-10	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	22	10	SCZ_pardinas2018	0.000230541	0.000164081	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	22	10	CD8NC_onek1k_ENSG00000272955	0.0535362	7.38806e-10	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	19	8	UC_delange2017	4.04724e-05	0.272449	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	13	6	ALS_vanrheenen2021	4.24465e-06	0.38339	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	13	6	CD8NC_onek1k_ENSG00000272955	0.0420616	1.19424e-08	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	14	7	MS_imsgc2019	0.00041192	0.00106321	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	14	7	CD8NC_onek1k_ENSG00000272955	0.051493	2.85074e-10	CD8NC
2469	ENSG00000272955	KB_226F1_1	22	24275562	24476211	2	2	CD8NC_onek1k_ENSG00000272955	0.0373732	2.94311e-09	CD8NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	521	72	CD4NC_onek1k_ENSG00000128294	0.0843294	5.07927e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	505	72	CD_delange2017	0.00082532	0.00685652	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	505	72	CD4NC_onek1k_ENSG00000128294	0.0850156	4.16844e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	495	68	LBD_chia2021	0.00415215	0.0124157	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	495	68	CD4NC_onek1k_ENSG00000128294	0.0848941	2.4525e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	522	73	PD_nalls2019	0.000130977	3.15158e-05	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	522	73	CD4NC_onek1k_ENSG00000128294	0.0841194	6.16875e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	521	72	SCZ_pardinas2018	0.000475429	0.000187706	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	505	72	UC_delange2017	2.96153e-05	0.401904	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	521	73	ALS_vanrheenen2021	8.68489e-05	0.270889	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	521	73	CD4NC_onek1k_ENSG00000128294	0.0840466	6.29797e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	521	73	MS_imsgc2019	0.000189077	0.21607	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	521	73	CD4NC_onek1k_ENSG00000128294	0.0835039	7.34915e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	503	71	CD4NC_onek1k_ENSG00000128294	0.0816108	9.66722e-08	CD4NC
2471	ENSG00000128294	TPST2	22	26821458	27092681	440	71	CD8ET_onek1k_ENSG00000128294	0.0634607	1.23858e-05	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	427	71	CD_delange2017	0.000843085	0.00595675	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	427	71	CD8ET_onek1k_ENSG00000128294	0.0633723	1.26618e-05	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	417	67	LBD_chia2021	0.00523071	0.00295588	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	417	67	CD8ET_onek1k_ENSG00000128294	0.0661613	4.12009e-06	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	441	71	PD_nalls2019	0.000144153	5.48588e-06	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	441	71	CD8ET_onek1k_ENSG00000128294	0.0634895	1.2297e-05	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	440	71	SCZ_pardinas2018	0.000391821	0.00123781	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	427	71	UC_delange2017	3.9527e-06	0.437198	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	440	71	ALS_vanrheenen2021	8.17875e-05	0.272706	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	440	71	CD8ET_onek1k_ENSG00000128294	0.0635069	1.22439e-05	CD8ET
2471	ENSG00000128294	TPST2	22	26821458	27092681	425	70	CD8ET_onek1k_ENSG00000128294	0.0667473	4.86791e-06	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	88	15	CD8ET_onek1k_ENSG00000225783	0.135606	1.12616e-25	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	85	15	CD_delange2017	0.000111574	0.188999	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	85	15	CD8ET_onek1k_ENSG00000225783	0.135029	1.51629e-25	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	88	15	LBD_chia2021	0.000686078	0.187793	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	88	15	CD8ET_onek1k_ENSG00000225783	0.136167	8.42677e-26	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	89	15	PD_nalls2019	7.62194e-06	0.231522	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	89	15	CD8ET_onek1k_ENSG00000225783	0.13596	9.37762e-26	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	88	15	SCZ_pardinas2018	0.000194629	0.00202908	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	85	15	UC_delange2017	0.000118356	0.151472	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	88	15	MS_imsgc2019	0.000399158	0.00636872	CD8ET
2471	ENSG00000225783	MIAT	22	26942392	27172438	85	15	CD8ET_onek1k_ENSG00000225783	0.135759	1.04035e-25	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	51	15	CD8ET_onek1k_ENSG00000260065	0.0434904	5.08059e-07	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	48	15	CD_delange2017	0.000160009	0.121954	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	48	15	CD8ET_onek1k_ENSG00000260065	0.0426086	7.21912e-07	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	47	15	LBD_chia2021	0.000346055	0.308871	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	47	15	CD8ET_onek1k_ENSG00000260065	0.0498014	3.91704e-08	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	50	15	CD8ET_onek1k_ENSG00000260065	0.0436568	4.75389e-07	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	50	15	ALS_vanrheenen2021	0.000114342	0.0664488	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	50	15	MS_imsgc2019	7.48338e-05	0.255304	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	50	15	CD8ET_onek1k_ENSG00000260065	0.0422415	8.3513e-07	CD8ET
2471	ENSG00000260065	CTA_445C9_15	22	26817949	27021002	48	15	CD8ET_onek1k_ENSG00000260065	0.0417631	1.00934e-06	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	97	17	AD_schwartzentruber2021	1.30181e-05	0.139407	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	97	17	CD4ET_onek1k_ENSG00000100219	0.0668097	6.95484e-11	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	94	17	CD_delange2017	0.000513803	0.00224894	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	94	17	CD4ET_onek1k_ENSG00000100219	0.0661252	9.33299e-11	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	64	12	LBD_chia2021	5.84811e-05	0.418055	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	64	12	CD4ET_onek1k_ENSG00000100219	0.0596723	1.40297e-10	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	96	17	CD4ET_onek1k_ENSG00000100219	0.0666507	7.44702e-11	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	97	17	SCZ_pardinas2018	0.000120401	0.0281463	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	96	17	MS_imsgc2019	0.000234015	0.0671019	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	89	16	CD4ET_onek1k_ENSG00000100219	0.0647845	1.06152e-10	CD4ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	183	19	AD_schwartzentruber2021	1.73342e-05	0.102932	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	183	19	CD4NC_onek1k_ENSG00000100219	0.230162	7.30303e-47	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	178	19	CD_delange2017	0.000411934	0.0113462	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	178	19	CD4NC_onek1k_ENSG00000100219	0.23011	7.53188e-47	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	140	15	CD4NC_onek1k_ENSG00000100219	0.221114	2.83615e-46	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	182	19	CD4NC_onek1k_ENSG00000100219	0.230505	5.96098e-47	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	183	19	SCZ_pardinas2018	0.000190309	0.00386768	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	182	19	MS_imsgc2019	0.000236047	0.0737941	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	172	19	CD4NC_onek1k_ENSG00000100219	0.229908	8.48476e-47	CD4NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	120	14	AD_schwartzentruber2021	1.52073e-05	0.0935495	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	120	14	CD8ET_onek1k_ENSG00000100219	0.0438204	3.09868e-07	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	117	14	CD_delange2017	0.000519616	0.00141229	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	117	14	CD8ET_onek1k_ENSG00000100219	0.0437125	3.23783e-07	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	83	9	CD8ET_onek1k_ENSG00000100219	0.0423778	6.31609e-08	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	119	14	CD8ET_onek1k_ENSG00000100219	0.044044	2.82909e-07	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	120	14	SCZ_pardinas2018	0.000179976	0.00285633	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	117	14	UC_delange2017	2.58806e-05	0.355723	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	119	14	MS_imsgc2019	0.00027953	0.0314321	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	112	14	CD8ET_onek1k_ENSG00000100219	0.0450039	1.9115e-07	CD8ET
2473	ENSG00000100219	XBP1	22	29090543	29296585	126	16	AD_schwartzentruber2021	1.57557e-05	0.100698	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	126	16	CD8NC_onek1k_ENSG00000100219	0.114102	1.20667e-20	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	123	16	CD_delange2017	0.000509858	0.0022984	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	123	16	CD8NC_onek1k_ENSG00000100219	0.116515	3.67067e-21	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	88	12	LBD_chia2021	2.7126e-05	0.436813	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	88	12	CD8NC_onek1k_ENSG00000100219	0.101138	4.17036e-19	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	125	16	CD8NC_onek1k_ENSG00000100219	0.114101	1.20695e-20	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	126	16	SCZ_pardinas2018	0.000192908	0.00251403	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	123	16	UC_delange2017	2.81883e-05	0.360996	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	125	16	MS_imsgc2019	0.000261047	0.0465604	CD8NC
2473	ENSG00000100219	XBP1	22	29090543	29296585	118	16	CD8NC_onek1k_ENSG00000100219	0.112504	2.64564e-20	CD8NC
