gene_locus	gene_id	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
WFDC1	ENSG00000103175	16	84228252	84463450	1134	259	PD_nalls2019	pqtls_WFDC1	0.0886918	0.03811	0.14093	0.00786623	0.00145	0.01986	0.000737898
WFDC1	ENSG00000103175	16	84228252	84463450	1113	256	UC_delange2017	pqtls_WFDC1	-0.102576	-0.30303	0.09049	0.0105218	0	0.09201	0.286408
CRISPLD2	ENSG00000103196	16	84753590	85054374	1181	232	PD_nalls2019	pqtls_CRISPLD2	-0.0894338	-0.22113	0.04183	0.0079984	0	0.0489	0.182651
MTHFSD	ENSG00000103248	16	86463782	86688841	810	183	PD_nalls2019	pqtls_MTHFSD	-0.103906	-0.17538	-0.03229	0.0107964	0.00104	0.03076	0.00405279
MAP1LC3B	ENSG00000140941	16	87317601	87538385	617	122	PD_nalls2019	pqtls_MAP1LC3B	-0.166052	-0.41597	0.07224	0.0275734	0	0.17303	0.174206
APRT	ENSG00000198931	16	88775747	88978352	849	166	PD_nalls2019	pqtls_APRT	-0.0794119	-0.22437	0.06561	0.00630625	0	0.05035	0.283073
DPEP1	ENSG00000015413	16	89579716	89804839	612	148	PD_nalls2019	pqtls_DPEP1	0.00156832	-0.06017	0.06314	2.45963e-06	0	0.00498	0.960404
DPEP1	ENSG00000015413	16	89579716	89804839	508	112	MS_imsgc2019	pqtls_DPEP1	-0.255957	-0.46431	-0.0602	0.0655139	0.00384	0.21558	0.0114967
CRK	ENSG00000167193	17	1223983	1466456	677	112	PD_nalls2019	pqtls_CRK	-0.0619027	-0.22212	0.09809	0.00383195	0	0.04957	0.445227
CRK	ENSG00000167193	17	1223983	1466456	678	113	UC_delange2017	pqtls_CRK	-0.525868	-0.8852	-0.23298	0.276537	0.05428	0.78358	0.00116691
SCARF1	ENSG00000074660	17	1437152	1649041	373	88	PD_nalls2019	pqtls_SCARF1	0.0855428	-0.0118	0.18614	0.00731758	0	0.03465	0.0914928
SERPINF2	ENSG00000167711	17	1546130	1758562	478	70	PD_nalls2019	pqtls_SERPINF2	0.135557	-0.02979	0.3025	0.0183758	0	0.09151	0.109123
SERPINF1	ENSG00000132386	17	1565253	1780868	496	68	PD_nalls2019	pqtls_SERPINF1	0.0425705	-0.11902	0.20856	0.00181224	0	0.04437	0.604408
TAX1BP3	ENSG00000213977	17	3466196	3671976	605	143	PD_nalls2019	pqtls_TAX1BP3	0.0311219	-0.1709	0.23014	0.000968575	0	0.05616	0.757503
CYB5D2	ENSG00000167740	17	3946462	4190605	533	61	PD_nalls2019	pqtls_CYB5D2	-0.0171923	-0.23566	0.19341	0.000295575	0	0.06341	0.872892
CXCL16	ENSG00000161921	17	4536821	4743217	565	142	AD_schwartzentruber2021	pqtls_CXCL16	0.260998	0.00465	0.53967	0.0681197	0.00078	0.29124	0.0497756
CXCL16	ENSG00000161921	17	4536821	4743217	544	138	PD_nalls2019	pqtls_CXCL16	0.0146965	-0.09521	0.12608	0.000215989	0	0.01685	0.791506
GLTPD2	ENSG00000182327	17	4592254	4793685	526	132	AD_schwartzentruber2021	pqtls_GLTPD2	0.0614174	-0.19661	0.32501	0.0037721	0	0.10949	0.627112
GLTPD2	ENSG00000182327	17	4592254	4793685	511	132	PD_nalls2019	pqtls_GLTPD2	0.0978315	-0.0074	0.19828	0.009571	0	0.03932	0.0600264
GP1BA	ENSG00000185245	17	4735592	4938325	444	91	PD_nalls2019	pqtls_GP1BA	0.015385	-0.17304	0.19857	0.0002367	0	0.04529	0.871784
ENO3	ENSG00000108515	17	4751387	4960426	466	94	PD_nalls2019	pqtls_ENO3	0.0547526	-0.12941	0.23953	0.00299785	0	0.05832	0.558711
ASGR1	ENSG00000141505	17	6976750	7182883	380	109	PD_nalls2019	pqtls_ASGR1	-0.0419073	-0.15337	0.07084	0.00175622	0	0.02352	0.464471
ACADVL	ENSG00000072778	17	7020444	7228592	287	102	CD_delange2017	pqtls_ACADVL	0.0510779	-0.35404	0.45645	0.00260895	0	0.23572	0.79324
ACADVL	ENSG00000072778	17	7020444	7228592	315	107	PD_nalls2019	pqtls_ACADVL	-0.16184	-0.38939	0.06346	0.0261921	0	0.15163	0.145053
EIF5A	ENSG00000132507	17	7110318	7315774	367	106	PD_nalls2019	pqtls_EIF5A	0.164955	0.00674	0.32072	0.0272102	0.00034	0.10286	0.0438636
TNFSF12	ENSG00000239697	17	7352208	7564925	522	75	PD_nalls2019	pqtls_TNFSF12	-0.057776	-0.2699	0.15071	0.00333807	0	0.07398	0.582562
CD68	ENSG00000129226	17	7382785	7585429	532	86	PD_nalls2019	pqtls_CD68	0.109185	-0.00551	0.21841	0.0119213	0	0.0477	0.0565077
SHBG	ENSG00000129214	17	7417382	7636700	528	99	PD_nalls2019	pqtls_SHBG	0.0770597	-0.04178	0.19607	0.0059382	0	0.03844	0.201072
SAT2	ENSG00000141504	17	7429552	7631194	474	96	PD_nalls2019	pqtls_SAT2	0.10382	-0.04683	0.2542	0.0107785	0	0.06462	0.173797
ATP1B2	ENSG00000129244	17	7449945	7661086	456	102	PD_nalls2019	pqtls_ATP1B2	-0.0323944	-0.13662	0.07145	0.0010494	0	0.01874	0.546716
NTN1	ENSG00000065320	17	8824859	9247317	1149	238	CD_delange2017	pqtls_NTN1	0.0394821	-0.13343	0.21516	0.00155884	0	0.04848	0.653088
NTN1	ENSG00000065320	17	8824859	9247317	1066	234	LBD_chia2021	pqtls_NTN1	-0.108909	-0.31974	0.09765	0.0118612	0	0.10224	0.290782
NTN1	ENSG00000065320	17	8824859	9247317	1162	242	PD_nalls2019	pqtls_NTN1	-0.0492385	-0.09999	0.00057	0.00242443	0	0.01	0.0568196
STX8	ENSG00000170310	17	9053788	9579908	1199	256	CD_delange2017	pqtls_STX8	0.0163553	-0.17833	0.21528	0.000267496	0	0.05304	0.867125
STX8	ENSG00000170310	17	9053788	9579908	1218	262	PD_nalls2019	pqtls_STX8	-0.0932822	-0.16868	-0.01768	0.00870157	0.00035	0.02845	0.015684
HS3ST3A1	ENSG00000153976	17	13299006	13605244	1083	190	PD_nalls2019	pqtls_HS3ST3A1	0.0355111	-0.13565	0.21053	0.00126104	0	0.04553	0.685619
HS3ST3B1	ENSG00000125430	17	14104400	14352721	740	181	PD_nalls2019	pqtls_HS3ST3B1	-0.162132	-0.29779	-0.02641	0.0262867	0.00092	0.08868	0.0184227
FLII	ENSG00000177731	17	18048150	18262230	386	45	PD_nalls2019	pqtls_FLII	0.143059	-0.0979	0.37932	0.0204657	0	0.14388	0.238414
SHMT1	ENSG00000176974	17	18131187	18366856	288	35	PD_nalls2019	pqtls_SHMT1	-0.0934025	-0.22441	0.04084	0.00872403	0	0.05036	0.170087
SHMT1	ENSG00000176974	17	18131187	18366856	291	25	MS_imsgc2019	pqtls_SHMT1	0.329918	0.04301	0.63431	0.108846	0.0029	0.40235	0.026248
PRPSAP2	ENSG00000141127	17	18643398	18934581	427	68	PD_nalls2019	pqtls_PRPSAP2	0.33823	0.09151	0.60864	0.1144	0.00873	0.37045	0.00923311
MFAP4	ENSG00000166482	17	19186755	19390553	168	28	PD_nalls2019	pqtls_MFAP4	0.184354	-0.02783	0.39457	0.0339863	0	0.15568	0.0874766
ALDH3A1	ENSG00000108602	17	19541297	19752256	280	61	PD_nalls2019	pqtls_ALDH3A1	0.0764085	-0.10248	0.25455	0.00583825	0	0.06494	0.408723
LGALS9	ENSG00000168961	17	25856824	26076586	539	88	CD_delange2017	pqtls_LGALS9	-0.30378	-0.61966	-0.02	0.0922824	0.00195	0.38397	0.037765
LGALS9	ENSG00000168961	17	25856824	26076586	546	88	PD_nalls2019	pqtls_LGALS9	-0.00792893	-0.13758	0.12622	6.28679e-05	0	0.02313	0.905869
ALDOC	ENSG00000109107	17	26800133	27004282	185	80	CD_delange2017	pqtls_ALDOC	0.362135	0.01171	0.7638	0.131142	0.00241	0.58339	0.0457323
ALDOC	ENSG00000109107	17	26800133	27004282	192	82	PD_nalls2019	pqtls_ALDOC	-0.264187	-0.45252	-0.0697	0.0697946	0.00494	0.20477	0.00771084
OMG	ENSG00000126861	17	29499031	29724557	231	32	PD_nalls2019	pqtls_OMG	-0.109248	-0.37368	0.15039	0.011935	0	0.13964	0.408373
CCL7	ENSG00000108688	17	32497240	32699261	542	96	CD_delange2017	pqtls_CCL7	0.0363352	-0.17821	0.24862	0.00132025	0	0.06589	0.733523
CCL7	ENSG00000108688	17	32497240	32699261	536	95	PD_nalls2019	pqtls_CCL7	-0.0990577	-0.20589	0.00534	0.00981242	0	0.04239	0.0709985
CCL11	ENSG00000172156	17	32512687	32715353	568	91	CD_delange2017	pqtls_CCL11	0.0554058	-0.2362	0.34595	0.0030698	0	0.12417	0.705785
CCL11	ENSG00000172156	17	32512687	32715353	570	89	PD_nalls2019	pqtls_CCL11	0.0838366	-0.11321	0.28018	0.00702858	0	0.0785	0.395826
CCL8	ENSG00000108700	17	32546055	32748421	577	88	CD_delange2017	pqtls_CCL8	-0.0879711	-0.2946	0.10729	0.00773891	0	0.08682	0.385229
CCL8	ENSG00000108700	17	32546055	32748421	590	87	PD_nalls2019	pqtls_CCL8	-0.0684273	-0.17328	0.0367	0.0046823	0	0.03003	0.20006
CCL5	ENSG00000161570	17	34098495	34307797	446	50	PD_nalls2019	pqtls_CCL5	-0.104175	-0.24748	0.03666	0.0108523	0	0.06125	0.152649
CCL16	ENSG00000161573	17	34203529	34408532	562	90	PD_nalls2019	pqtls_CCL16	0.147477	0.04616	0.24936	0.0217495	0.00215	0.06218	0.00518571
CCL14	ENSG00000213494	17	34210327	34429100	592	94	PD_nalls2019	pqtls_CCL14	0.0266656	-0.07269	0.12774	0.000711055	0	0.0165	0.606272
CCL15	ENSG00000267596	17	34223476	34429084	565	94	PD_nalls2019	pqtls_CCL15	-0.132515	-0.22991	-0.03577	0.0175603	0.00129	0.05286	0.00823226
CCL23	ENSG00000167236	17	34240096	34445005	560	95	PD_nalls2019	pqtls_CCL23	0.100867	0.00277	0.19677	0.0101742	0.00015	0.03872	0.0395712
CCL18	ENSG00000006074	17	34291640	34499392	398	80	PD_nalls2019	pqtls_CCL18	-0.126603	-0.24932	-0.00401	0.0160284	0.00021	0.06216	0.0471346
CCL3	ENSG00000006075	17	34315602	34517515	329	72	PD_nalls2019	pqtls_CCL3	-0.113764	-0.25154	0.03003	0.0129422	0	0.06327	0.109188
STAT3	ENSG00000168610	17	40365342	40640586	382	62	CD_delange2017	pqtls_STAT3	0.573329	0.3714	0.7876	0.328706	0.13794	0.62032	4.98074e-07
STAT3	ENSG00000168610	17	40365342	40640586	384	64	PD_nalls2019	pqtls_STAT3	0.0225455	-0.13622	0.17764	0.000508298	0	0.03499	0.777794
STAT3	ENSG00000168610	17	40365342	40640586	382	62	UC_delange2017	pqtls_STAT3	0.559535	0.34383	0.79068	0.31308	0.11822	0.62517	4.28503e-06
STAT3	ENSG00000168610	17	40365342	40640586	371	47	MS_imsgc2019	pqtls_STAT3	-0.876671	-1	-0.72957	0.768552	0.53227	1	1.42749e-14
NAGLU	ENSG00000108784	17	40588190	40796467	274	45	CD_delange2017	pqtls_NAGLU	-0.0428986	-0.28652	0.20056	0.00184029	0	0.08615	0.723577
NAGLU	ENSG00000108784	17	40588190	40796467	278	46	PD_nalls2019	pqtls_NAGLU	0.199233	0.04474	0.35143	0.0396938	0.0022	0.1235	0.0107474
NAGLU	ENSG00000108784	17	40588190	40796467	274	45	UC_delange2017	pqtls_NAGLU	-0.317991	-0.58786	-0.06086	0.101118	0.00469	0.34558	0.016493
PYY	ENSG00000131096	17	41930106	42181837	462	87	PD_nalls2019	pqtls_PYY	-0.0886462	-0.36678	0.18417	0.00785814	0	0.13584	0.513777
GRN	ENSG00000030582	17	42322614	42530470	319	94	PD_nalls2019	pqtls_GRN	-0.13095	-0.27145	0.01308	0.0171479	0	0.07369	0.0745282
C1QL1	ENSG00000131094	17	42937061	43145439	472	74	PD_nalls2019	pqtls_C1QL1	0.0931081	-0.0152	0.20007	0.00866912	0	0.04003	0.099278
C1QL1	ENSG00000131094	17	42937061	43145439	471	71	MS_imsgc2019	pqtls_C1QL1	-0.350233	-0.63918	-0.09592	0.122663	0.00953	0.40856	0.00986246
HEXIM1	ENSG00000186834	17	43124684	43329468	358	81	PD_nalls2019	pqtls_HEXIM1	0.00474649	-0.17252	0.17759	2.25292e-05	0	0.04046	0.957718
CHAD	ENSG00000136457	17	48441857	48646327	473	98	PD_nalls2019	pqtls_CHAD	0.286939	0.05321	0.53259	0.0823338	0.00336	0.28365	0.020059
WFIKKN2	ENSG00000173714	17	48812011	49019709	435	110	PD_nalls2019	pqtls_WFIKKN2	-0.0220685	-0.10428	0.06049	0.000487017	0	0.01097	0.596276
NME2	ENSG00000011052	17	49130951	49349105	391	67	PD_nalls2019	pqtls_NME2	-0.0836963	-0.20261	0.03884	0.00700507	0	0.04105	0.173351
CA10	ENSG00000154975	17	49607674	50337377	1468	211	PD_nalls2019	pqtls_CA10	0.0917668	0.00479	0.17633	0.00842114	0.00011	0.03109	0.0401228
NOG	ENSG00000183691	17	54571060	54772951	320	89	PD_nalls2019	pqtls_NOG	0.0832629	-0.07982	0.24829	0.00693272	0	0.06165	0.320567
DYNLL2	ENSG00000264364	17	56060776	56272897	359	94	PD_nalls2019	pqtls_DYNLL2	0.0408352	-0.08067	0.1616	0.00166751	0	0.02633	0.505798
LPO	ENSG00000167419	17	56195909	56445879	463	109	PD_nalls2019	pqtls_LPO	-0.037868	-0.23749	0.16584	0.00143398	0	0.05952	0.703727
MPO	ENSG00000005381	17	56247217	56458296	387	91	PD_nalls2019	pqtls_MPO	-0.0670914	-0.23282	0.09851	0.00450126	0	0.0542	0.428119
MRC2	ENSG00000011028	17	60604762	60870958	369	89	PD_nalls2019	pqtls_MRC2	-0.0795025	-0.17867	0.02009	0.00632066	0	0.03192	0.116087
MRC2	ENSG00000011028	17	60604762	60870958	356	87	UC_delange2017	pqtls_MRC2	-0.0830373	-0.35767	0.17918	0.0068952	0	0.12916	0.520444
ACE	ENSG00000159640	17	61454422	61699205	264	94	PD_nalls2019	pqtls_ACE	0.109576	0.01722	0.20032	0.0120069	0.00039	0.04013	0.0202339
PRKCA	ENSG00000154229	17	64198754	64906861	1771	198	PD_nalls2019	pqtls_PRKCA	-0.146475	-0.264	-0.02686	0.021455	0.00083	0.0697	0.0169129
FAM20A	ENSG00000108950	17	66431254	66697530	608	120	PD_nalls2019	pqtls_FAM20A	-0.121006	-0.25194	0.01467	0.0146425	0	0.06347	0.0783718
CD300A	ENSG00000167851	17	72362555	72580933	609	137	PD_nalls2019	pqtls_CD300A	-0.01546	-0.08656	0.05591	0.00023901	0	0.00775	0.674003
CD300C	ENSG00000167850	17	72437247	72642282	657	119	PD_nalls2019	pqtls_CD300C	0.0796876	-0.03057	0.19171	0.00635011	0	0.03675	0.162494
NT5C	ENSG00000125458	17	73026320	73227890	424	89	PD_nalls2019	pqtls_NT5C	0.0891698	-0.03587	0.21079	0.00795125	0	0.04443	0.152038
GGA3	ENSG00000125447	17	73132694	73358444	361	65	PD_nalls2019	pqtls_GGA3	-0.143116	-0.50128	0.21125	0.0204823	0	0.25172	0.410946
GRB2	ENSG00000177885	17	73214157	73501790	541	71	PD_nalls2019	pqtls_GRB2	-0.0629054	-0.3931	0.25303	0.00395709	0	0.16039	0.693761
MXRA7	ENSG00000182534	17	74568633	74807098	511	84	PD_nalls2019	pqtls_MXRA7	-0.141973	-0.22753	-0.05449	0.0201564	0.00297	0.05177	0.00144844
TIMP2	ENSG00000035862	17	76749059	77021469	638	141	PD_nalls2019	pqtls_TIMP2	0.0251912	-0.18977	0.24519	0.000634595	0	0.06644	0.815525
TIMP2	ENSG00000035862	17	76749059	77021469	631	129	SCZ_pardinas2018	pqtls_TIMP2	-0.149124	-0.54195	0.22299	0.0222379	0	0.29446	0.417693
LGALS3BP	ENSG00000108679	17	76867320	77076191	582	128	PD_nalls2019	pqtls_LGALS3BP	0.0810768	-0.05062	0.21178	0.00657344	0	0.04485	0.220015
LGALS3BP	ENSG00000108679	17	76867320	77076191	574	114	SCZ_pardinas2018	pqtls_LGALS3BP	-0.296236	-0.61672	-0.00505	0.0877559	0.00125	0.38035	0.0489667
ENGASE	ENSG00000167280	17	76971021	77184681	682	166	PD_nalls2019	pqtls_ENGASE	0.0472341	-0.00312	0.09848	0.00223106	0	0.0097	0.0695307
ENPP7	ENSG00000182156	17	77604681	77816021	229	75	PD_nalls2019	pqtls_ENPP7	0.0337477	-0.0291	0.0954	0.00113891	0	0.00911	0.292254
GAA	ENSG00000171298	17	77975355	78193678	697	111	PD_nalls2019	pqtls_GAA	-0.127535	-0.24804	-0.00215	0.0162652	0.00026	0.06152	0.0411998
NPTX1	ENSG00000171246	17	78340948	78551643	513	116	PD_nalls2019	pqtls_NPTX1	-0.0164847	-0.10748	0.07324	0.000271744	0	0.01223	0.719202
NPTX1	ENSG00000171246	17	78340948	78551643	504	106	SCZ_pardinas2018	pqtls_NPTX1	-0.368129	-0.61383	-0.14664	0.135519	0.0215	0.37678	0.00222849
NOTUM	ENSG00000185269	17	79810388	80019716	199	47	PD_nalls2019	pqtls_NOTUM	0.145396	-0.09696	0.39269	0.02114	0	0.1542	0.245338
DCXR	ENSG00000169738	17	79893012	80095608	339	59	PD_nalls2019	pqtls_DCXR	0.191261	-0.069	0.45422	0.0365808	0	0.20631	0.148985
FASN	ENSG00000169710	17	79936214	80156208	493	52	PD_nalls2019	pqtls_FASN	0.251609	-0.00835	0.50821	0.0633068	0	0.25828	0.0562494
SECTM1	ENSG00000141574	17	80178900	80391950	390	56	PD_nalls2019	pqtls_SECTM1	-0.0926029	-0.25986	0.07661	0.00857529	0	0.06753	0.276697
COLEC12	ENSG00000158270	18	219361	600722	1297	244	AD_schwartzentruber2021	pqtls_COLEC12	-0.124974	-0.34602	0.09364	0.0156186	0	0.11973	0.252378
COLEC12	ENSG00000158270	18	219361	600722	1239	241	LBD_chia2021	pqtls_COLEC12	-0.149015	-0.36021	0.05333	0.0222055	0	0.12975	0.145899
COLEC12	ENSG00000158270	18	219361	600722	1278	246	PD_nalls2019	pqtls_COLEC12	0.0619084	-0.00818	0.13274	0.00383265	0	0.01762	0.089433
TWSG1	ENSG00000128791	18	9234765	9502418	666	105	PD_nalls2019	pqtls_TWSG1	0.000800784	-0.11909	0.12583	6.41256e-07	0	0.01942	0.989824
CHST9	ENSG00000154080	18	24395595	24865281	1032	160	PD_nalls2019	pqtls_CHST9	-0.0193105	-0.12077	0.08052	0.000372897	0	0.01534	0.703604
DSC2	ENSG00000134755	18	28545940	28782378	523	107	PD_nalls2019	pqtls_DSC2	0.0569404	-0.03386	0.14883	0.00324221	0	0.02215	0.219377
DSG2	ENSG00000046604	18	28978006	29228971	555	99	PD_nalls2019	pqtls_DSG2	-0.0762849	-0.18205	0.02799	0.00581939	0	0.03314	0.154118
B4GALT6	ENSG00000118276	18	29102210	29365799	507	110	PD_nalls2019	pqtls_B4GALT6	-0.0703886	-0.1708	0.02988	0.00495456	0	0.02917	0.16237
MAPRE2	ENSG00000166974	18	32456892	32823434	633	110	PD_nalls2019	pqtls_MAPRE2	0.0200852	-0.1057	0.1453	0.000403414	0	0.02253	0.753801
SIGLEC15	ENSG00000197046	18	43305477	43524045	442	68	PD_nalls2019	pqtls_SIGLEC15	-0.455718	-0.65698	-0.2462	0.207679	0.06061	0.43162	3.96567e-05
HDHD2	ENSG00000167220	18	44533774	44776891	534	59	PD_nalls2019	pqtls_HDHD2	-0.037346	-0.15098	0.07807	0.00139473	0	0.02298	0.51815
SMAD2	ENSG00000175387	18	45257922	45557515	476	109	PD_nalls2019	pqtls_SMAD2	-0.0262948	-0.25754	0.20373	0.000691414	0	0.074	0.818761
SERPINB5	ENSG00000206075	18	61043994	61272318	582	80	PD_nalls2019	pqtls_SERPINB5	0.0242287	-0.20933	0.26463	0.000587028	0	0.07448	0.836966
SERPINB13	ENSG00000197641	18	61154223	61371873	442	58	PD_nalls2019	pqtls_SERPINB13	0.12911	-0.10713	0.35736	0.0166695	0	0.12771	0.269254
SERPINB8	ENSG00000166401	18	61537159	61772278	558	83	PD_nalls2019	pqtls_SERPINB8	-0.093449	-0.22194	0.04028	0.00873271	0	0.04926	0.16547
CYB5A	ENSG00000166347	18	71820530	72059251	819	140	PD_nalls2019	pqtls_CYB5A	-0.102498	-0.30179	0.09445	0.0105059	0	0.09114	0.295231
ZADH2	ENSG00000180011	18	72807063	73021303	531	148	PD_nalls2019	pqtls_ZADH2	-0.155566	-0.32481	0.01026	0.0242009	0	0.1055	0.0669922
GZMM	ENSG00000197540	19	444034	649919	165	35	PD_nalls2019	pqtls_GZMM	-0.266418	-0.69726	0.14266	0.0709787	0	0.48617	0.199598
PRTN3	ENSG00000196415	19	740963	948175	153	48	PD_nalls2019	pqtls_PRTN3	0.0280545	-0.18118	0.23528	0.000787052	0	0.0606	0.788973
ELANE	ENSG00000197561	19	751014	956242	160	49	PD_nalls2019	pqtls_ELANE	-0.0244478	-0.21366	0.16466	0.000597695	0	0.04978	0.799609
CFD	ENSG00000197766	19	759453	963453	165	52	PD_nalls2019	pqtls_CFD	-0.0542807	-0.23983	0.12807	0.0029464	0	0.05785	0.566432
HMHA1	ENSG00000180448	19	965922	1186627	590	115	AD_schwartzentruber2021	pqtls_HMHA1	-0.0864135	-0.26634	0.09162	0.0074673	0	0.07108	0.339772
HMHA1	ENSG00000180448	19	965922	1186627	549	110	CD_delange2017	pqtls_HMHA1	0.152757	0.00865	0.299	0.0233347	0.00038	0.0894	0.0407842
HMHA1	ENSG00000180448	19	965922	1186627	551	109	LBD_chia2021	pqtls_HMHA1	-0.100039	-0.32156	0.12898	0.0100079	0	0.10402	0.36998
HMHA1	ENSG00000180448	19	965922	1186627	562	115	PD_nalls2019	pqtls_HMHA1	-0.15613	-0.26168	-0.05232	0.0243767	0.00274	0.06848	0.00384847
EBI3	ENSG00000105246	19	4129495	4337528	240	53	PD_nalls2019	pqtls_EBI3	0.0607592	-0.13033	0.25366	0.00369169	0	0.06458	0.529804
SEMA6B	ENSG00000167680	19	4442600	4659820	470	94	PD_nalls2019	pqtls_SEMA6B	0.00981848	-0.16709	0.18896	9.64025e-05	0	0.04253	0.911859
FUT3	ENSG00000171124	19	5742899	5951485	571	143	PD_nalls2019	pqtls_FUT3	0.106808	0.04815	0.16496	0.011408	0.00232	0.02721	0.000373054
FUT5	ENSG00000130383	19	5765837	6003798	596	139	PD_nalls2019	pqtls_FUT5	0.0970524	0.02975	0.16191	0.00941917	0.00089	0.02622	0.00439181
TRIP10	ENSG00000125733	19	6637936	6851537	519	121	PD_nalls2019	pqtls_TRIP10	-0.113278	-0.23446	0.01072	0.012832	0	0.05497	0.0732988
TRIP10	ENSG00000125733	19	6637936	6851537	525	117	MS_imsgc2019	pqtls_TRIP10	-0.0562013	-0.31191	0.19035	0.00315859	0	0.10078	0.65262
VAV1	ENSG00000141968	19	6672725	6957377	786	142	PD_nalls2019	pqtls_VAV1	-0.161033	-0.26341	-0.05878	0.0259315	0.00346	0.06939	0.00269154
VAV1	ENSG00000141968	19	6672725	6957377	803	132	MS_imsgc2019	pqtls_VAV1	-0.247234	-0.48921	-0.02116	0.0611248	0.00127	0.23932	0.0339842
INSR	ENSG00000171105	19	7012266	7394045	722	157	PD_nalls2019	pqtls_INSR	-0.0687888	-0.25393	0.11043	0.0047319	0	0.0647	0.459279
RETN	ENSG00000104918	19	7633930	7835334	574	151	PD_nalls2019	pqtls_RETN	0.0721747	-0.02699	0.16702	0.00520918	0	0.0279	0.14461
FCER2	ENSG00000104921	19	7653644	7867032	661	160	PD_nalls2019	pqtls_FCER2	-0.116248	-0.19828	-0.03517	0.0135135	0.00124	0.03931	0.00576612
CLEC4G	ENSG00000182566	19	7693843	7898792	657	157	PD_nalls2019	pqtls_CLEC4G	0.144357	0.0336	0.25538	0.0208389	0.00121	0.06522	0.0117516
CD209	ENSG00000090659	19	7704879	7912464	668	157	PD_nalls2019	pqtls_CD209	0.0362585	-0.036	0.11139	0.00131468	0	0.01241	0.340729
CCL25	ENSG00000131142	19	8017651	8227534	647	136	PD_nalls2019	pqtls_CCL25	0.0937898	-0.02652	0.21473	0.00879653	0	0.04611	0.129218
MUC16	ENSG00000181143	19	8859520	9192018	833	132	PD_nalls2019	pqtls_MUC16	0.106428	-0.04254	0.25634	0.0113268	0	0.06571	0.160528
OLFM2	ENSG00000105088	19	9864394	10147228	670	145	PD_nalls2019	pqtls_OLFM2	-0.000873335	-0.06636	0.0643	7.62714e-07	0	0.00568	0.9789
ICAM1	ENSG00000090339	19	10281511	10497291	448	113	CD_delange2017	pqtls_ICAM1	-0.0851153	-0.22131	0.05187	0.00724461	0	0.04898	0.221359
ICAM1	ENSG00000090339	19	10281511	10497291	445	110	PD_nalls2019	pqtls_ICAM1	-0.185437	-0.28457	-0.08159	0.034387	0.00666	0.08098	0.000356224
ICAM1	ENSG00000090339	19	10281511	10497291	448	113	UC_delange2017	pqtls_ICAM1	0.0651647	-0.17742	0.31761	0.00424644	0	0.10329	0.576078
ICAM1	ENSG00000090339	19	10281511	10497291	461	106	MS_imsgc2019	pqtls_ICAM1	-0.25743	-0.4522	-0.06482	0.0662701	0.00446	0.20448	0.00849486
ICAM5	ENSG00000105376	19	10300657	10507454	439	111	CD_delange2017	pqtls_ICAM5	0.235686	0.09606	0.3742	0.0555479	0.00923	0.14003	0.00122346
ICAM5	ENSG00000105376	19	10300657	10507454	439	109	PD_nalls2019	pqtls_ICAM5	0.236985	0.1352	0.34303	0.056162	0.01828	0.11767	1.21131e-05
ICAM5	ENSG00000105376	19	10300657	10507454	439	111	UC_delange2017	pqtls_ICAM5	0.427889	0.20344	0.69005	0.183089	0.04139	0.47618	0.000398126
ICAM5	ENSG00000105376	19	10300657	10507454	452	105	MS_imsgc2019	pqtls_ICAM5	0.261771	0.067	0.46084	0.0685243	0.00462	0.21238	0.00897701
PRKCSH	ENSG00000130175	19	11446109	11661783	355	73	PD_nalls2019	pqtls_PRKCSH	-0.115572	-0.27375	0.04433	0.0133568	0	0.07494	0.159492
ACP5	ENSG00000102575	19	11585475	11789823	420	71	PD_nalls2019	pqtls_ACP5	-0.0921009	-0.23309	0.04848	0.00848258	0	0.05433	0.195533
GCDH	ENSG00000105607	19	12901840	13125021	359	73	PD_nalls2019	pqtls_GCDH	0.177509	-0.10259	0.45644	0.0315093	0	0.20833	0.209738
GCDH	ENSG00000105607	19	12901840	13125021	332	56	MS_imsgc2019	pqtls_GCDH	-0.122802	-0.46625	0.21743	0.0150804	0	0.22041	0.460574
IL27RA	ENSG00000104998	19	14042560	14263743	249	87	PD_nalls2019	pqtls_IL27RA	-0.193934	-0.29914	-0.08398	0.0376106	0.00705	0.08949	0.000701918
CD97	ENSG00000123146	19	14391313	14619537	428	107	PD_nalls2019	pqtls_CD97	0.140219	-0.00181	0.28873	0.0196615	0	0.08336	0.0573063
NOTCH3	ENSG00000074181	19	15170444	15411792	493	112	PD_nalls2019	pqtls_NOTCH3	0.0766168	-0.11433	0.26447	0.00587013	0	0.07013	0.414259
PGLYRP2	ENSG00000161031	19	15479456	15709767	414	112	PD_nalls2019	pqtls_PGLYRP2	-0.171098	-0.27036	-0.0686	0.0292747	0.00471	0.07309	0.00103389
PGLS	ENSG00000130313	19	17522438	17732097	454	123	PD_nalls2019	pqtls_PGLS	-0.00875431	-0.13506	0.11703	7.66379e-05	0	0.02096	0.889539
COLGALT1	ENSG00000130309	19	17566403	17793971	571	152	PD_nalls2019	pqtls_COLGALT1	-0.0775582	-0.25502	0.10708	0.00601528	0	0.06507	0.390308
